codeTs,snum,textName,requireCheck,decFacCode,decFacName,decFacType,decFacContent,ieFlag,gname,extendFiled
0101,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0101,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0101,2,是否改良种用,1,null,null,null,null,null,null,null
0101,3,品种,1,null,null,null,null,null,null,null
0101,4,GTIN,0,null,null,null,null,null,null,null
0101,5,CAS,0,null,null,null,null,null,null,null
0101,6,其他,0,,,,,,,
0102,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0102,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0102,2,是否改良种用,1,null,null,null,null,null,null,null
0102,3,GTIN,0,null,null,null,null,null,null,null
0102,4,CAS,0,null,null,null,null,null,null,null
0102,5,其他,0,,,,,,,
0102,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0102,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0102,2,是否改良种用,1,null,null,null,null,null,null,null
0102,3,GTIN,0,null,null,null,null,null,null,null
0102,4,CAS,0,null,null,null,null,null,null,null
0102,5,其他,0,,,,,,,
01031,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01031,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01031,2,是否改良种用,1,null,null,null,null,null,null,null
01031,3,GTIN,0,null,null,null,null,null,null,null
01031,4,CAS,0,null,null,null,null,null,null,null
01031,5,其他,0,,,,,,,
01031,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01031,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01031,2,是否改良种用,1,null,null,null,null,null,null,null
01031,3,GTIN,0,null,null,null,null,null,null,null
01031,4,CAS,0,null,null,null,null,null,null,null
01031,5,其他,0,,,,,,,
01039,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01039,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01039,2,个体重量,1,null,null,null,null,null,null,null
01039,3,GTIN,0,null,null,null,null,null,null,null
01039,4,CAS,0,null,null,null,null,null,null,null
01039,5,其他,0,,,,,,,
0104,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0104,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0104,2,是否改良种用,1,null,null,null,null,null,null,null
0104,3,GTIN,0,null,null,null,null,null,null,null
0104,4,CAS,0,null,null,null,null,null,null,null
0104,5,其他,0,,,,,,,
0104,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0104,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0104,2,是否改良种用,1,null,null,null,null,null,null,null
0104,3,GTIN,0,null,null,null,null,null,null,null
0104,4,CAS,0,null,null,null,null,null,null,null
0104,5,其他,0,,,,,,,
0105,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0105,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0105,2,是否改良种用,1,null,null,null,null,null,null,null
0105,3,个体重量,1,null,null,null,null,null,null,null
0105,4,GTIN,0,null,null,null,null,null,null,null
0105,5,CAS,0,null,null,null,null,null,null,null
0105,6,其他,0,,,,,,,
0105,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0105,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0105,2,是否改良种用,1,null,null,null,null,null,null,null
0105,3,个体重量,1,null,null,null,null,null,null,null
0105,4,GTIN,0,null,null,null,null,null,null,null
0105,5,CAS,0,null,null,null,null,null,null,null
0105,6,其他,0,,,,,,,
01061,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01061,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01061,2,是否改良种用,1,null,null,null,null,null,null,null
01061,3,GTIN,0,null,null,null,null,null,null,null
01061,4,CAS,0,null,null,null,null,null,null,null
01061,5,其他,0,,,,,,,
01061,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01061,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01061,2,是否改良种用,1,null,null,null,null,null,null,null
01061,3,GTIN,0,null,null,null,null,null,null,null
01061,4,CAS,0,null,null,null,null,null,null,null
01061,5,其他,0,,,,,,,
01061,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01061,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01061,2,是否改良种用,1,null,null,null,null,null,null,null
01061,3,GTIN,0,null,null,null,null,null,null,null
01061,4,CAS,0,null,null,null,null,null,null,null
01061,5,其他,0,,,,,,,
0106201,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106201,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106201,2,是否改良种用,1,null,null,null,null,null,null,null
0106201,3,GTIN,0,null,null,null,null,null,null,null
0106201,4,CAS,0,null,null,null,null,null,null,null
0106201,5,其他,0,,,,,,,
0106202,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106202,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106202,2,用途(食用),1,null,null,null,null,null,null,null
0106202,3,GTIN,0,null,null,null,null,null,null,null
0106202,4,CAS,0,null,null,null,null,null,null,null
0106202,5,其他,0,,,,,,,
0106202,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106202,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106202,2,用途(食用),1,null,null,null,null,null,null,null
0106202,3,GTIN,0,null,null,null,null,null,null,null
0106202,4,CAS,0,null,null,null,null,null,null,null
0106202,5,其他,0,,,,,,,
0106209,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106209,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106209,2,GTIN,0,null,null,null,null,null,null,null
0106209,3,CAS,0,null,null,null,null,null,null,null
0106209,4,其他,0,,,,,,,
010631,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
010631,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
010631,2,是否改良种用,1,null,null,null,null,null,null,null
010631,3,GTIN,0,null,null,null,null,null,null,null
010631,4,CAS,0,null,null,null,null,null,null,null
010631,5,其他,0,,,,,,,
010632,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
010632,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
010632,2,是否改良种用,1,null,null,null,null,null,null,null
010632,3,GTIN,0,null,null,null,null,null,null,null
010632,4,CAS,0,null,null,null,null,null,null,null
010632,5,其他,0,,,,,,,
010633,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
010633,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
010633,2,是否改良种用,1,null,null,null,null,null,null,null
010633,3,GTIN,0,null,null,null,null,null,null,null
010633,4,CAS,0,null,null,null,null,null,null,null
010633,5,其他,0,,,,,,,
010633,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
010633,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
010633,2,是否改良种用,1,null,null,null,null,null,null,null
010633,3,GTIN,0,null,null,null,null,null,null,null
010633,4,CAS,0,null,null,null,null,null,null,null
010633,5,其他,0,,,,,,,
0106391,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106391,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106391,2,是否改良种用,1,null,null,null,null,null,null,null
0106391,3,GTIN,0,null,null,null,null,null,null,null
0106391,4,CAS,0,null,null,null,null,null,null,null
0106391,5,其他,0,,,,,,,
0106392,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106392,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106392,2,用途(食用),1,null,null,null,null,null,null,null
0106392,3,GTIN,0,null,null,null,null,null,null,null
0106392,4,CAS,0,null,null,null,null,null,null,null
0106392,5,其他,0,,,,,,,
0106399,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106399,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106399,2,GTIN,0,null,null,null,null,null,null,null
0106399,3,CAS,0,null,null,null,null,null,null,null
0106399,4,其他,0,,,,,,,
0106399,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0106399,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0106399,2,GTIN,0,null,null,null,null,null,null,null
0106399,3,CAS,0,null,null,null,null,null,null,null
0106399,4,其他,0,,,,,,,
01064,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01064,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01064,2,是否改良种用,1,null,null,null,null,null,null,null
01064,3,GTIN,0,null,null,null,null,null,null,null
01064,4,CAS,0,null,null,null,null,null,null,null
01064,5,其他,0,,,,,,,
01069,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01069,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01069,2,是否改良种用,1,null,null,null,null,null,null,null
01069,3,GTIN,0,null,null,null,null,null,null,null
01069,4,CAS,0,null,null,null,null,null,null,null
01069,5,其他,0,,,,,,,
01069,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
01069,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
01069,2,是否改良种用,1,null,null,null,null,null,null,null
01069,3,GTIN,0,null,null,null,null,null,null,null
01069,4,CAS,0,null,null,null,null,null,null,null
01069,5,其他,0,,,,,,,
0201,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0201,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0201,2,制作或保存方法(鲜、冷),1,null,null,null,null,null,null,null
0201,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0201,4,牛肉部位(如眼肉、腱子肉等),1,null,null,null,null,null,null,null
0201,5,包装规格,1,null,null,null,null,null,null,null
0201,6,英文品名,1,null,null,null,null,null,null,null
0201,7,品牌,1,null,null,null,null,null,null,null
0201,8,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0201,9,牛种（安格斯牛、和牛等）,1,null,null,null,null,null,null,null
0201,10,牛龄,1,null,null,null,null,null,null,null
0201,11,级别(A级、B级等),1,null,null,null,null,null,null,null
0201,12,饲养方式(草饲、谷饲等),1,null,null,null,null,null,null,null
0201,13,GTIN,0,null,null,null,null,null,null,null
0201,14,CAS,0,null,null,null,null,null,null,null
0201,15,其他,0,,,,,,,
0201,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0201,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0201,2,制作或保存方法(鲜、冷),1,null,null,null,null,null,null,null
0201,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0201,4,牛肉部位(如眼肉、腱子肉等),1,null,null,null,null,null,null,null
0201,5,包装规格,1,null,null,null,null,null,null,null
0201,6,英文品名,1,null,null,null,null,null,null,null
0201,7,品牌,1,null,null,null,null,null,null,null
0201,8,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0201,9,牛种（安格斯牛、和牛等）,1,null,null,null,null,null,null,null
0201,10,牛龄,1,null,null,null,null,null,null,null
0201,11,级别(A级、B级等),1,null,null,null,null,null,null,null
0201,12,饲养方式(草饲、谷饲等),1,null,null,null,null,null,null,null
0201,13,GTIN,0,null,null,null,null,null,null,null
0201,14,CAS,0,null,null,null,null,null,null,null
0201,15,其他,0,,,,,,,
0202,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0202,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0202,2,制作或保存方法(冻),1,null,null,null,null,null,null,null
0202,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0202,4,牛肉部位(如眼肉、腱子肉等),1,null,null,null,null,null,null,null
0202,5,包装规格,1,null,null,null,null,null,null,null
0202,6,英文品名,1,null,null,null,null,null,null,null
0202,7,品牌,1,null,null,null,null,null,null,null
0202,8,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0202,9,牛种（安格斯牛、和牛等）,1,null,null,null,null,null,null,null
0202,10,牛龄,1,null,null,null,null,null,null,null
0202,11,级别(A级、B级等),1,null,null,null,null,null,null,null
0202,12,饲养方式(草饲、谷饲等),1,null,null,null,null,null,null,null
0202,13,GTIN,0,null,null,null,null,null,null,null
0202,14,CAS,0,null,null,null,null,null,null,null
0202,15,其他,0,,,,,,,
0203,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0203,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0203,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0203,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0203,4,包装规格,1,null,null,null,null,null,null,null
0203,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0203,6,GTIN,0,null,null,null,null,null,null,null
0203,7,CAS,0,null,null,null,null,null,null,null
0203,8,其他,0,,,,,,,
0203,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0203,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0203,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0203,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0203,4,包装规格,1,null,null,null,null,null,null,null
0203,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0203,6,GTIN,0,null,null,null,null,null,null,null
0203,7,CAS,0,null,null,null,null,null,null,null
0203,8,其他,0,,,,,,,
0203,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0203,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0203,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0203,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0203,4,包装规格,1,null,null,null,null,null,null,null
0203,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0203,6,GTIN,0,null,null,null,null,null,null,null
0203,7,CAS,0,null,null,null,null,null,null,null
0203,8,其他,0,,,,,,,
0204,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0204,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0204,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0204,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0204,4,包装规格,1,null,null,null,null,null,null,null
0204,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0204,6,GTIN,0,null,null,null,null,null,null,null
0204,7,CAS,0,null,null,null,null,null,null,null
0204,8,其他,0,,,,,,,
0204,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0204,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0204,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0204,3,加工方法（整头及半头、带骨或去骨等）,1,null,null,null,null,null,null,null
0204,4,包装规格,1,null,null,null,null,null,null,null
0204,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0204,6,GTIN,0,null,null,null,null,null,null,null
0204,7,CAS,0,null,null,null,null,null,null,null
0204,8,其他,0,,,,,,,
0205,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0205,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0205,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0205,3,包装规格,1,null,null,null,null,null,null,null
0205,4,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0205,5,GTIN,0,null,null,null,null,null,null,null
0205,6,CAS,0,null,null,null,null,null,null,null
0205,7,其他,0,,,,,,,
0206,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0206,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0206,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0206,3,种类(舌、肝、心管、板筋等),1,null,null,null,null,null,null,null
0206,4,包装规格,1,null,null,null,null,null,null,null
0206,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0206,6,GTIN,0,null,null,null,null,null,null,null
0206,7,CAS,0,null,null,null,null,null,null,null
0206,8,其他,0,,,,,,,
0206,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
0206,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
0206,2,制作或保存方法(鲜、冷、冻),1,null,null,null,null,null,null,null
0206,3,种类(舌、肝、心管、板筋等),1,null,null,null,null,null,null,null
0206,4,包装规格,1,null,null,null,null,null,null,null
0206,5,"厂号（名称或号码,饲养场或加工厂）",1,null,null,null,null,null,null,null
0206,6,GTIN,0,null,null,null,null,null,null,null
0206,7,CAS,0,null,null,null,null,null,null,null
0206,8,其他,0,,,,,,,
020711,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
020711,1,出口享惠情况,1,0|1|2|3,出口享惠情况,1,出口货物在最终目的国(地区)不享受优惠关税|出口货物在最终目的国(地区)享受优惠关税|不能确定在最终目的国(地区)享受优惠关税|不适用于进口报关单,E,null,3
020711,2,制作或保存方法(鲜、冷),1,null,null,null,null,null,null,null
020711,3,加工方法（整只、带骨或去骨等）,1,null,null,null,null,null,null,null
020711,4,"厂号(名称或号码,饲养场或加工厂)",1,null,null,null,null,null,null,null
020711,5,品牌,1,null,null,null,null,null,null,null
020711,6,GTIN,0,null,null,null,null,null,null,null
020711,7,CAS,0,null,null,null,null,null,null,null
020711,8,其他,0,,,,,,,
020712,0,品牌类型,1,0|1|2|3|4,品牌类型,1,无品牌|境内自主品牌|境内收购品牌|境外品牌(贴牌生产)|境外品牌(其它),null,null,null
