type,codeValue,codeName
CIQ_PACK_TYPE,490,其他箱
CIQ_PACK_TYPE,4A,钢箱
CIQ_PACK_TYPE,4B,铝箱
CIQ_PACK_TYPE,4C11,大木箱（IPPC标识加施情况不确定）
CIQ_PACK_TYPE,4C12,中木箱（IPPC标识加施情况不确定）
CIQ_PACK_TYPE,4C13,小木箱（IPPC标识加施情况不确定）
CIQ_PACK_TYPE,4C14,大木箱（加施IPPC标识）
CIQ_PACK_TYPE,4C15,中木箱（加施IPPC标识）
CIQ_PACK_TYPE,4C16,小木箱（加施IPPC标识）
CIQ_PACK_TYPE,4C17,大木箱（未加施IPPC标识）
CIQ_PACK_TYPE,4C18,中木箱（未加施IPPC标识）
CIQ_PACK_TYPE,4C19,小木箱（未加施IPPC标识）
CIQ_PACK_TYPE,4C2,箱壁防撤漏木箱
CIQ_PACK_TYPE,4D,胶合板箱
CIQ_PACK_TYPE,4F,再生木木箱
CIQ_PACK_TYPE,4G,纤维板箱
CIQ_PACK_TYPE,4H,塑料箱
CIQ_PACK_TYPE,4H1,膨胀的塑料箱
CIQ_PACK_TYPE,4H2,硬质的塑料箱
CIQ_PACK_TYPE,4M,纸箱
CIQ_PACK_TYPE,4M1,单瓦楞纸箱
CIQ_PACK_TYPE,4M2,双瓦楞纸箱
CIQ_PACK_TYPE,590,其他袋
CIQ_PACK_TYPE,5991,麻袋
CIQ_PACK_TYPE,5992,布袋/包
CIQ_PACK_TYPE,5H,塑料编织袋
CIQ_PACK_TYPE,5H1,塑料编织无内衬或涂层的袋
CIQ_PACK_TYPE,5H2,塑料编织防撤漏的袋
CIQ_PACK_TYPE,5H3,塑料编织防水的袋
CIQ_PACK_TYPE,5H4,塑料薄膜袋
CIQ_PACK_TYPE,5H5,无涂层或内衬的编织集装袋
CIQ_PACK_TYPE,5H6,带涂层的编织塑料集装袋
CIQ_PACK_TYPE,5H7,带内衬的编织塑料集装袋
CIQ_PACK_TYPE,5H8,带涂层和内衬的编织集装袋
CIQ_PACK_TYPE,5H9,集装袋
CIQ_PACK_TYPE,5L1,纺织品无内衬或涂层的袋
CIQ_PACK_TYPE,5L2,纺织品防撤漏的袋
CIQ_PACK_TYPE,5L3,纺织品防水的袋
CIQ_PACK_TYPE,5M1,多层的纸袋
CIQ_PACK_TYPE,5M2,多层防水纸袋
CIQ_PACK_TYPE,5M91,纸袋
CIQ_PACK_TYPE,6HA1,塑料容器在钢桶内复合包装
CIQ_PACK_TYPE,6HA2,塑料容器在钢条或钢皮箱内复合包装
CIQ_PACK_TYPE,6HB1,塑料容器在铝桶内复合包装
CIQ_PACK_TYPE,6HB2,塑料容器在铝条或铝皮箱内复合包装
CIQ_PACK_TYPE,6HC,塑料容器在木箱内复合包装
CIQ_PACK_TYPE,6HD1,塑料容器在胶合板桶内复合包装
CIQ_PACK_TYPE,6HD2,塑料容器在胶合板箱内复合包装
CIQ_PACK_TYPE,6HG1,塑料容器在纤维桶内复合包装
CIQ_PACK_TYPE,6HG2,塑料容器在纤维板箱内复合包装
CIQ_PACK_TYPE,6HH1,塑料容器在塑料桶内复合包装
CIQ_PACK_TYPE,6HH2,塑料容器在硬塑料箱内复合包装
CIQ_PACK_TYPE,6PA1,玻璃、陶瓷、粗陶器在钢桶内复合包装
CIQ_PACK_TYPE,6PA2,玻璃、陶瓷、粗陶器在钢条或钢皮箱内复合包装
CIQ_PACK_TYPE,6PB1,玻璃、陶瓷、粗陶器在铝桶内复合包装
CIQ_PACK_TYPE,6PB2,玻璃、陶瓷、粗陶器在铝条或铝皮箱内复合包装
CIQ_PACK_TYPE,6PC,玻璃、陶瓷、粗陶器在木箱内复合包装
CIQ_PACK_TYPE,6PD1,玻璃、陶瓷、粗陶器在胶合板内复合包装
CIQ_PACK_TYPE,6PD2,玻璃、陶瓷、粗陶器在柳条筐内复合包装
CIQ_PACK_TYPE,6PG1,玻璃、陶瓷、粗陶器在纤维桶内复合包装
CIQ_PACK_TYPE,6PG2,玻璃、陶瓷、粗陶器在纤维板箱内复合包装
CIQ_PACK_TYPE,6PH1,玻璃、陶瓷、粗陶器在膨胀塑料包装内复合包装
CIQ_PACK_TYPE,6PH2,玻璃、陶瓷、粗陶器在硬塑料包装内复合包装
CIQ_PACK_TYPE,9990,竹箩
CIQ_PACK_TYPE,9991,竹笼
CIQ_PACK_TYPE,9992,植物性铺垫材料
CIQ_PACK_TYPE,9993,散装
CIQ_PACK_TYPE,9994,裸装
CIQ_PACK_TYPE,9995,挂装
CIQ_PACK_TYPE,9996,铺席
CIQ_PACK_TYPE,9997,捆装
CIQ_PACK_TYPE,9999,其他
CIQ_PACK_TYPE,9A91,铁托
CIQ_PACK_TYPE,9A92,铁笼
CIQ_PACK_TYPE,9A93,铁皮
CIQ_PACK_TYPE,9C91,天然木托（IPPC标识加施情况不确定）
CIQ_PACK_TYPE,9C92,天然木托（加施IPPC标识）
CIQ_PACK_TYPE,9C93,天然木托（未加施IPPC标识）
CIQ_PACK_TYPE,9F91,再生木托
CIQ_CORRELATION_REASON,1,通关单超过有效期
CIQ_CORRELATION_REASON,2,换证凭单/条超过有效期
CIQ_CORRELATION_REASON,3,进口复出口
CIQ_CORRELATION_REASON,4,出口复进口
CIQ_CORRELATION_REASON,5,出境预检
CIQ_CORRELATION_REASON,6,登检换证
CIQ_CORRELATION_REASON,7,与其它报检批拼箱
CIQ_CORRELATION_REASON,8,保税出库
CIQ_CORRELATION_REASON,9,进口车辆换证
CIQ_COUNTRY,00,所有国家地区
CIQ_COUNTRY,002,大西洋群岛（作废）
CIQ_COUNTRY,004,阿富汗
CIQ_COUNTRY,008,阿尔巴尼亚
CIQ_COUNTRY,010,南极洲
CIQ_COUNTRY,012,阿尔及利亚
CIQ_COUNTRY,016,美属萨摩亚
CIQ_COUNTRY,020,安道尔
CIQ_COUNTRY,024,安哥拉
CIQ_COUNTRY,028,安提瓜和巴布达
CIQ_COUNTRY,031,阿塞拜疆
CIQ_COUNTRY,032,阿根廷
CIQ_COUNTRY,036,澳大利亚
CIQ_COUNTRY,040,奥地利
CIQ_COUNTRY,044,巴哈马
CIQ_COUNTRY,048,巴林
CIQ_COUNTRY,050,孟加拉
CIQ_COUNTRY,051,亚美尼亚
CIQ_COUNTRY,052,巴巴多斯
CIQ_COUNTRY,056,比利时
CIQ_COUNTRY,060,百慕大
CIQ_COUNTRY,064,不丹
CIQ_COUNTRY,068,玻利维亚
CIQ_COUNTRY,070,波斯尼亚和黑塞哥维那
CIQ_COUNTRY,072,博茨瓦纳
CIQ_COUNTRY,074,布维岛
CIQ_COUNTRY,076,巴西
CIQ_COUNTRY,084,伯利兹
CIQ_COUNTRY,086,英属印度洋领土
CIQ_COUNTRY,090,所罗门群岛
CIQ_COUNTRY,092,英属维尔京群岛
CIQ_COUNTRY,096,文莱
CIQ_COUNTRY,100,保加利亚
CIQ_COUNTRY,104,缅甸
CIQ_COUNTRY,108,布隆迪
CIQ_COUNTRY,112,白俄罗斯
CIQ_COUNTRY,116,柬埔寨
CIQ_COUNTRY,120,喀麦隆
CIQ_COUNTRY,124,加拿大
CIQ_COUNTRY,132,佛得角
CIQ_COUNTRY,136,开曼群岛
CIQ_COUNTRY,140,中非
CIQ_COUNTRY,142,休达
CIQ_COUNTRY,144,斯里兰卡
CIQ_COUNTRY,148,乍得
CIQ_COUNTRY,152,智利
CIQ_COUNTRY,156,中国
CIQ_COUNTRY,158,中国台湾
CIQ_COUNTRY,162,圣诞岛
CIQ_COUNTRY,166,科科斯（基林）群岛
CIQ_COUNTRY,170,哥伦比亚
CIQ_COUNTRY,174,科摩罗
CIQ_COUNTRY,175,马约特
CIQ_COUNTRY,178,刚果（布）
CIQ_COUNTRY,180,刚果（金）
CIQ_COUNTRY,184,库克群岛
CIQ_COUNTRY,188,哥斯达黎加
CIQ_COUNTRY,191,克罗地亚
CIQ_COUNTRY,192,古巴
CIQ_COUNTRY,196,塞浦路斯
CIQ_COUNTRY,203,捷克
CIQ_COUNTRY,204,贝宁
CIQ_COUNTRY,208,丹麦
CIQ_COUNTRY,212,多米尼克
CIQ_COUNTRY,214,多米尼加共和国
CIQ_COUNTRY,218,厄瓜多尔
CIQ_COUNTRY,222,萨尔瓦多
CIQ_COUNTRY,226,赤道几内亚
CIQ_COUNTRY,231,埃塞俄比亚
CIQ_COUNTRY,232,厄立特里亚
CIQ_COUNTRY,233,爱沙尼亚
CIQ_COUNTRY,234,法罗群岛
CIQ_COUNTRY,238,福克兰群岛(马尔维纳斯)
CIQ_COUNTRY,239,南乔治亚岛和南桑德韦奇岛
CIQ_COUNTRY,242,斐济
CIQ_COUNTRY,246,芬兰
CIQ_COUNTRY,248,阿兰群岛（波罗的海中芬兰所属群岛）
CIQ_COUNTRY,250,法国
CIQ_COUNTRY,254,法属圭亚那
CIQ_COUNTRY,258,法属波利尼西亚
CIQ_COUNTRY,260,法属南部领土
CIQ_COUNTRY,262,吉布提
CIQ_COUNTRY,266,加蓬
CIQ_COUNTRY,268,格鲁吉亚
CIQ_COUNTRY,270,冈比亚
CIQ_COUNTRY,275,巴勒斯坦
CIQ_COUNTRY,276,德国
CIQ_COUNTRY,288,加纳
CIQ_COUNTRY,292,直布罗陀
CIQ_COUNTRY,296,基里巴斯
CIQ_COUNTRY,300,希腊
CIQ_COUNTRY,304,格陵兰
CIQ_COUNTRY,308,格林纳达
CIQ_COUNTRY,312,瓜德罗普
CIQ_COUNTRY,316,关岛
CIQ_COUNTRY,320,危地马拉
CIQ_COUNTRY,324,几内亚
CIQ_COUNTRY,328,圭亚那
CIQ_COUNTRY,332,海地
CIQ_COUNTRY,334,赫德岛和麦克唐纳群岛
CIQ_COUNTRY,336,梵蒂冈
CIQ_COUNTRY,340,洪都拉斯
CIQ_COUNTRY,344,中国香港
CIQ_COUNTRY,348,匈牙利
CIQ_COUNTRY,352,冰岛
CIQ_COUNTRY,356,印度
CIQ_COUNTRY,360,印度尼西亚
CIQ_COUNTRY,364,伊朗
CIQ_COUNTRY,368,伊拉克
CIQ_COUNTRY,372,爱尔兰
CIQ_COUNTRY,376,以色列
CIQ_COUNTRY,380,意大利
CIQ_COUNTRY,384,科特迪瓦
CIQ_COUNTRY,388,牙买加
CIQ_COUNTRY,392,日本
CIQ_COUNTRY,398,哈萨克斯坦
CIQ_COUNTRY,400,约旦
CIQ_COUNTRY,404,肯尼亚
CIQ_COUNTRY,408,朝鲜
CIQ_COUNTRY,410,韩国
CIQ_COUNTRY,414,科威特
CIQ_COUNTRY,417,吉尔吉斯斯坦
CIQ_COUNTRY,418,老挝
CIQ_COUNTRY,422,黎巴嫩
CIQ_COUNTRY,426,莱索托
CIQ_COUNTRY,428,拉脱维亚
CIQ_COUNTRY,430,利比里亚
CIQ_COUNTRY,434,利比亚
CIQ_COUNTRY,438,列支敦士登
CIQ_COUNTRY,440,立陶宛
CIQ_COUNTRY,442,卢森堡
CIQ_COUNTRY,446,中国澳门
CIQ_COUNTRY,450,马达加斯加
CIQ_COUNTRY,454,马拉维
CIQ_COUNTRY,458,马来西亚
CIQ_COUNTRY,462,马尔代夫
CIQ_COUNTRY,466,马里
CIQ_COUNTRY,470,马耳他
CIQ_COUNTRY,474,马提尼克
CIQ_COUNTRY,478,毛里塔尼亚
CIQ_COUNTRY,480,毛里求斯
CIQ_COUNTRY,482,梅利利亚
CIQ_COUNTRY,484,墨西哥
CIQ_COUNTRY,492,摩纳哥
CIQ_COUNTRY,496,蒙古
CIQ_COUNTRY,498,摩尔多瓦
CIQ_COUNTRY,499,黑山共和国
CIQ_COUNTRY,500,蒙特塞拉特
CIQ_COUNTRY,504,摩洛哥
CIQ_COUNTRY,508,莫桑比克
CIQ_COUNTRY,512,阿曼
CIQ_COUNTRY,516,纳米比亚
CIQ_COUNTRY,520,瑙鲁
CIQ_COUNTRY,524,尼泊尔
CIQ_COUNTRY,528,荷兰
CIQ_COUNTRY,530,荷属安的列斯（作废）
CIQ_COUNTRY,531,库腊索岛
CIQ_COUNTRY,533,阿鲁巴
CIQ_COUNTRY,534,荷属圣马丁岛
CIQ_COUNTRY,535,博内尔岛、圣尤斯特歇斯岛和萨巴岛
CIQ_COUNTRY,540,新喀里多尼亚
CIQ_COUNTRY,548,瓦努阿图
CIQ_COUNTRY,554,新西兰
CIQ_COUNTRY,558,尼加拉瓜
CIQ_COUNTRY,562,尼日尔
CIQ_COUNTRY,566,尼日利亚
CIQ_COUNTRY,570,纽埃
CIQ_COUNTRY,574,诺福克岛
CIQ_COUNTRY,578,挪威
CIQ_COUNTRY,580,北马里亚纳自由联邦
CIQ_COUNTRY,581,美国本土外小岛屿
CIQ_COUNTRY,582,太平洋群岛（作废）
CIQ_COUNTRY,583,密克罗尼西亚(联邦)
CIQ_COUNTRY,584,马绍尔群岛
CIQ_COUNTRY,585,帕劳
CIQ_COUNTRY,586,巴基斯坦
CIQ_COUNTRY,591,巴拿马
CIQ_COUNTRY,598,巴布亚新几内亚
CIQ_COUNTRY,600,巴拉圭
CIQ_COUNTRY,604,秘鲁
CIQ_COUNTRY,608,菲律宾
CIQ_COUNTRY,612,皮特凯恩
CIQ_COUNTRY,616,波兰
CIQ_COUNTRY,620,葡萄牙
CIQ_COUNTRY,624,几内亚比绍
CIQ_COUNTRY,626,东帝汶
CIQ_COUNTRY,630,波多黎各
CIQ_COUNTRY,634,卡塔尔
CIQ_COUNTRY,638,留尼汪
CIQ_COUNTRY,642,罗马尼亚
CIQ_COUNTRY,643,俄罗斯
CIQ_COUNTRY,646,卢旺达
CIQ_COUNTRY,652,加勒比海圣巴特岛
CIQ_COUNTRY,654,圣赫勒拿
CIQ_COUNTRY,659,圣基茨和尼维斯
CIQ_COUNTRY,660,安圭拉
CIQ_COUNTRY,662,圣卢西亚
CIQ_COUNTRY,663,圣马丁(法国)
CIQ_COUNTRY,666,圣皮埃尔和密克隆
CIQ_COUNTRY,670,圣文森特和格林纳丁斯
CIQ_COUNTRY,674,圣马力诺
CIQ_COUNTRY,678,圣多美和普林西比
CIQ_COUNTRY,682,沙特阿拉伯
CIQ_COUNTRY,686,塞内加尔
CIQ_COUNTRY,688,塞尔维亚共和国
CIQ_COUNTRY,690,塞舌尔
CIQ_COUNTRY,694,塞拉利昂
CIQ_COUNTRY,702,新加坡
CIQ_COUNTRY,703,斯洛伐克
CIQ_COUNTRY,704,越南
CIQ_COUNTRY,705,斯洛文尼亚
CIQ_COUNTRY,706,索马里
CIQ_COUNTRY,710,南非
CIQ_COUNTRY,716,津巴布韦
CIQ_COUNTRY,724,西班牙
CIQ_COUNTRY,728,南苏丹
CIQ_COUNTRY,729,苏丹
CIQ_COUNTRY,732,西撒哈拉
CIQ_COUNTRY,740,苏里南
CIQ_COUNTRY,744,斯瓦尔巴岛和扬马延岛
CIQ_COUNTRY,748,斯威士兰
CIQ_COUNTRY,752,瑞典
CIQ_COUNTRY,756,瑞士
CIQ_COUNTRY,760,叙利亚
CIQ_COUNTRY,762,塔吉克斯坦
CIQ_COUNTRY,764,泰国
CIQ_COUNTRY,768,多哥
CIQ_COUNTRY,772,托克劳
CIQ_COUNTRY,776,汤加
CIQ_COUNTRY,780,特立尼达和多巴哥
CIQ_COUNTRY,784,阿联酋
CIQ_COUNTRY,788,突尼斯
CIQ_COUNTRY,792,土耳其
CIQ_COUNTRY,795,土库曼斯坦
CIQ_COUNTRY,796,特克斯和凯科斯群岛
CIQ_COUNTRY,798,图瓦卢
CIQ_COUNTRY,800,乌干达
CIQ_COUNTRY,804,乌克兰
CIQ_COUNTRY,807,马其顿
CIQ_COUNTRY,818,埃及
CIQ_COUNTRY,826,英国
CIQ_COUNTRY,831,根西岛
CIQ_COUNTRY,832,泽西岛
CIQ_COUNTRY,833,马恩岛
CIQ_COUNTRY,834,坦桑尼亚
CIQ_COUNTRY,840,美国
CIQ_COUNTRY,850,维尔京群岛(美国)
CIQ_COUNTRY,854,布基纳法索
CIQ_COUNTRY,858,乌拉圭
CIQ_COUNTRY,860,乌兹别克斯坦
CIQ_COUNTRY,862,委内瑞拉
CIQ_COUNTRY,872,威克岛（作废）
CIQ_COUNTRY,876,瓦利斯和富图纳
CIQ_COUNTRY,882,萨摩亚
CIQ_COUNTRY,887,也门
CIQ_COUNTRY,894,赞比亚
CIQ_COUNTRY,903,亚洲其他国家(地区)
CIQ_COUNTRY,906,非洲其他国家(地区)
CIQ_COUNTRY,909,欧洲其他国家(地区)
CIQ_COUNTRY,910,欧盟（作废）
CIQ_COUNTRY,912,拉丁美洲其他国家(地区)
CIQ_COUNTRY,915,北美洲其他国家(地区)
CIQ_COUNTRY,918,大洋洲其他国家(地区)
CIQ_COUNTRY,998,联合国及机构和国际组织
CIQ_COUNTRY,999,未列出的国家或地区
CUS_PORT,1001,喀布尔
CUS_PORT,1002,喀布尔
CUS_PORT,1003,坎大哈
CUS_PORT,1004,曼纳马
CUS_PORT,1005,米纳苏尔曼
CUS_PORT,1006,悉特拉
CUS_PORT,1007,吉大港
CUS_PORT,1008,达卡
CUS_PORT,1009,库尔纳
CUS_PORT,101,阿富汗
CUS_PORT,1010,斯里巴加湾市
CUS_PORT,1011,文莱
CUS_PORT,1012,若开
CUS_PORT,1013,阿恰布
CUS_PORT,1014,勃生
CUS_PORT,1015,八莫
CUS_PORT,1016,毛淡棉
CUS_PORT,1017,慕尔鸣
CUS_PORT,1018,磅逊
CUS_PORT,1019,金吉
CUS_PORT,102,巴林
CUS_PORT,1020,金边
CUS_PORT,1021,吉兰丹
CUS_PORT,1022,拉塔基亚
CUS_PORT,1023,拉奇
CUS_PORT,1024,利马索尔
CUS_PORT,1025,莫尔富
CUS_PORT,1026,尼科西亚
CUS_PORT,1027,佩福斯
CUS_PORT,1028,拉奇港
CUS_PORT,1029,瓦西里克
CUS_PORT,103,孟加拉国
CUS_PORT,1030,海州
CUS_PORT,1031,兴南
CUS_PORT,1032,开城
CUS_PORT,1033,南浦
CUS_PORT,1034,清津
CUS_PORT,1035,清津
CUS_PORT,1036,清津
CUS_PORT,1037,新义州
CUS_PORT,1038,元山
CUS_PORT,1039,香港
CUS_PORT,104,不丹
CUS_PORT,1040,阿勒皮
CUS_PORT,1041,贝迪
CUS_PORT,1042,贝莱克里
CUS_PORT,1043,色纳加尔
CUS_PORT,1044,加尔各答
CUS_PORT,1045,孟买
CUS_PORT,1046,卡利卡特
CUS_PORT,1047,卡林加帕坦
CUS_PORT,1048,卡基纳达
CUS_PORT,1049,柯钦
CUS_PORT,105,文莱
CUS_PORT,1050,达曼
CUS_PORT,1051,德里
CUS_PORT,1052,霍纳瓦
CUS_PORT,1053,卡基纳达
CUS_PORT,1054,坎德拉
CUS_PORT,1055,卡尔瓦尔
CUS_PORT,1056,卡利卡特
CUS_PORT,1057,马德拉斯
CUS_PORT,1058,马尔佩
CUS_PORT,1059,曼德维
CUS_PORT,106,缅甸
CUS_PORT,1060,芒格洛尔
CUS_PORT,1061,马希
CUS_PORT,1062,马苏利帕特南
CUS_PORT,1063,莫尔穆冈
CUS_PORT,1064,纳加帕蒂南
CUS_PORT,1065,瑙拉基
CUS_PORT,1066,潘吉姆
CUS_PORT,1067,新德里
CUS_PORT,1068,奥卡港
CUS_PORT,1069,本地治里
CUS_PORT,107,柬埔寨
CUS_PORT,1070,布累尔港
CUS_PORT,1071,奥卡港
CUS_PORT,1072,帕拉迪普港
CUS_PORT,1073,波尔班达尔港
CUS_PORT,1074,雷迪港
CUS_PORT,1075,奎隆
CUS_PORT,1076,塔德里
CUS_PORT,1077,特利切里
CUS_PORT,1078,图蒂科林
CUS_PORT,1079,佛腊伐尔
CUS_PORT,108,塞浦路斯
CUS_PORT,1080,维扎加帕特南
CUS_PORT,1081,维扎加帕特南
CUS_PORT,1082,安班兰
CUS_PORT,1083,阿萨汗
CUS_PORT,1084,阿萨汗
CUS_PORT,1085,巴眼亚比
CUS_PORT,1086,BALAWAN
CUS_PORT,1087,巴厘巴板
CUS_PORT,1088,马辰
CUS_PORT,1089,万隆
CUS_PORT,109,朝鲜民主主义人民共和
CUS_PORT,1090,马辰
CUS_PORT,1091,本卡利斯
CUS_PORT,1092,明古鲁
CUS_PORT,1093,贝诺
CUS_PORT,1094,比马
CUS_PORT,1095,比通
CUS_PORT,1096,井里汶
CUS_PORT,1097,达博辛克
CUS_PORT,1098,贾贾普拉
CUS_PORT,1099,雅加达
CUS_PORT,110,香港
CUS_PORT,1100,占碑
CUS_PORT,1101,米瓦纳
CUS_PORT,1102,栋加拉
CUS_PORT,1103,杜迈
CUS_PORT,1104,贺兰狄亚
CUS_PORT,1105,雅加达
CUS_PORT,1106,爪畦岛
CUS_PORT,1107,达博辛克
CUS_PORT,1108,卡利安格
CUS_PORT,1109,安班兰
CUS_PORT,111,印度
CUS_PORT,1110,吉打榜
CUS_PORT,1111,哥打巴鲁
CUS_PORT,1112,瓜拉卡帕斯
CUS_PORT,1113,库迈
CUS_PORT,1114,古邦
CUS_PORT,1115,洛塞马韦
CUS_PORT,1116,望加锡
CUS_PORT,1117,马杰尼
CUS_PORT,1118,马德拉斯
CUS_PORT,1119,马都拉岛
CUS_PORT,112,印度尼西亚
CUS_PORT,1120,望加锡
CUS_PORT,1121,万鸦老
CUS_PORT,1122,满各里
CUS_PORT,1123,马诺克瓦里
CUS_PORT,1124,毛梅雷
CUS_PORT,1125,默腊克
CUS_PORT,1126,孔雀港
CUS_PORT,1127,米拉务
CUS_PORT,1128,蒙法尔科内
CUS_PORT,1129,奥莱勒厄
CUS_PORT,113,伊朗
CUS_PORT,1130,巴东
CUS_PORT,1131,帕干巴鲁
CUS_PORT,1132,双溪帕宁
CUS_PORT,1133,巨港
CUS_PORT,1134,巴邻旁
CUS_PORT,1135,帕纳鲁坎
CUS_PORT,1136,潘姜
CUS_PORT,1137,庞卡尔巴兰
CUS_PORT,1138,庞卡兰苏苏
CUS_PORT,1139,潘吉姆
CUS_PORT,114,伊拉克
CUS_PORT,1140,巴里巴里
CUS_PORT,1141,巴苏鲁
CUS_PORT,1142,帕芒卡
CUS_PORT,1143,佩纳巴
CUS_PORT,1144,巨港
CUS_PORT,1145,坤甸
CUS_PORT,1146,蓬提亚纳
CUS_PORT,1147,普罗伯林果
CUS_PORT,1148,三巫
CUS_PORT,1149,沙璜
CUS_PORT,115,以色列
CUS_PORT,1150,三马林达
CUS_PORT,1151,三发
CUS_PORT,1152,散皮
CUS_PORT,1153,塞拉潘姜
CUS_PORT,1154,三宝垄
CUS_PORT,1155,实武牙
CUS_PORT,1156,锡卡
CUS_PORT,1157,西姆拉
CUS_PORT,1158,山口羊
CUS_PORT,1159,苏朗
CUS_PORT,116,日本
CUS_PORT,1160,贾贾普拉
CUS_PORT,1161,苏拉威西
CUS_PORT,1162,苏门达腊
CUS_PORT,1163,双溪帕宁
CUS_PORT,1164,泗水
CUS_PORT,1165,苏腊巴亚
CUS_PORT,1166,苏苏
CUS_PORT,1167,丹戎班丹
CUS_PORT,1168,泗水
CUS_PORT,1169,丹戎不碌
CUS_PORT,117,约旦
CUS_PORT,1170,雅加达海港
CUS_PORT,1171,丹戎乌班
CUS_PORT,1172,塔帕土安
CUS_PORT,1173,打拉根
CUS_PORT,1174,直葛
CUS_PORT,1175,特卢巴尤尔
CUS_PORT,1176,德那第
CUS_PORT,1177,芝拉扎
CUS_PORT,1178,井里汶
CUS_PORT,1179,文古尔拉
CUS_PORT,118,科威特
CUS_PORT,1180,阿巴丹
CUS_PORT,1181,阿巴斯港
CUS_PORT,1182,阿巴斯港
CUS_PORT,1183,阿巴斯港
CUS_PORT,1184,马夏赫尔港
CUS_PORT,1185,沙赫普尔港
CUS_PORT,1186,哈尔克岛
CUS_PORT,1187,霍拉姆沙赫尔
CUS_PORT,1188,霍拉姆沙赫尔
CUS_PORT,1189,马赫沙赫尔港
CUS_PORT,119,老挝
CUS_PORT,1190,大不里士
CUS_PORT,1191,德黑兰
CUS_PORT,1192,帕勒维
CUS_PORT,1193,巴格达
CUS_PORT,1194,巴士拉
CUS_PORT,1195,霍尔阿米亚
CUS_PORT,1196,基尔库克
CUS_PORT,1197,摩苏尔
CUS_PORT,1198,巴士拉
CUS_PORT,1199,乌姆卡斯尔
CUS_PORT,120,黎巴嫩
CUS_PORT,1200,ZUBAIR
CUS_PORT,1201,法奥
CUS_PORT,1202,网走
CUS_PORT,1203,纲干
CUS_PORT,1204,相生
CUS_PORT,1205,AJIGAWA
CUS_PORT,1206,秋田
CUS_PORT,1207,AKITSU
CUS_PORT,1208,尼崎
CUS_PORT,1209,阿南
CUS_PORT,121,澳门
CUS_PORT,1210,青森
CUS_PORT,1211,渥美
CUS_PORT,1212,千叶
CUS_PORT,1213,DOKAI
CUS_PORT,1214,福山
CUS_PORT,1215,船桥
CUS_PORT,1216,船桥
CUS_PORT,1217,伏木
CUS_PORT,1218,蒲郡
CUS_PORT,1219,八户
CUS_PORT,122,马来西亚
CUS_PORT,1220,荻
CUS_PORT,1221,傅多
CUS_PORT,1222,函馆
CUS_PORT,1223,滨田
CUS_PORT,1224,阪南
CUS_PORT,1225,日明
CUS_PORT,1226,响滩
CUS_PORT,1227,东播磨(IHO)
CUS_PORT,1228,姬路
CUS_PORT,1229,广烟
CUS_PORT,123,马尔代夫
CUS_PORT,1230,广岛
CUS_PORT,1231,曰立
CUS_PORT,1232,细岛
CUS_PORT,1233,今治
CUS_PORT,1234,尹万里
CUS_PORT,1235,因岛
CUS_PORT,1236,石卷
CUS_PORT,1237,系崎
CUS_PORT,1238,岩国
CUS_PORT,1239,伊予三岛
CUS_PORT,124,蒙古
CUS_PORT,1240,伊予三岛
CUS_PORT,1241,鹿儿岛
CUS_PORT,1242,鹿儿岛新港
CUS_PORT,1243,海南
CUS_PORT,1244,加古川
CUS_PORT,1245,釜石
CUS_PORT,1246,金泽
CUS_PORT,1247,芯田
CUS_PORT,1248,门司
CUS_PORT,1249,鹿川
CUS_PORT,125,尼泊尔联邦民主共和国
CUS_PORT,1250,笠冈
CUS_PORT,1251,鹿岛
CUS_PORT,1252,川崎
CUS_PORT,1253,KEIHINPORT
CUS_PORT,1254,喜入
CUS_PORT,1255,菊间
CUS_PORT,1256,君津
CUS_PORT,1257,衣浦
CUS_PORT,1258,木更津
CUS_PORT,1259,神户
CUS_PORT,126,阿曼
CUS_PORT,1260,高知
CUS_PORT,1261,小仓
CUS_PORT,1262,小松岛
CUS_PORT,1263,下松
CUS_PORT,1264,吴港
CUS_PORT,1265,黑崎
CUS_PORT,1266,钏路
CUS_PORT,1267,舞鹤
CUS_PORT,1268,枚山
CUS_PORT,1269,枕崎
CUS_PORT,127,巴基斯坦
CUS_PORT,1270,马刀泻
CUS_PORT,1271,松山
CUS_PORT,1272,三池
CUS_PORT,1273,水俣
CUS_PORT,1274,三岛川三江
CUS_PORT,1275,三角
CUS_PORT,1276,浮岛
CUS_PORT,1277,宫古
CUS_PORT,1278,宫津
CUS_PORT,1279,水岛
CUS_PORT,128,巴勒斯坦
CUS_PORT,1280,门司
CUS_PORT,1281,纹别
CUS_PORT,1282,向岛
CUS_PORT,1283,室兰
CUS_PORT,1284,余丁纳
CUS_PORT,1285,室兰
CUS_PORT,1286,长崎
CUS_PORT,1287,名古屋
CUS_PORT,1288,那霸
CUS_PORT,1289,中城
CUS_PORT,129,菲律宾
CUS_PORT,1290,七尾
CUS_PORT,1291,直江津
CUS_PORT,1292,直岛
CUS_PORT,1293,新泻东
CUS_PORT,1294,新泻
CUS_PORT,1295,新居滨
CUS_PORT,1296,大船渡
CUS_PORT,1297,扇岛
CUS_PORT,1298,大分
CUS_PORT,1299,大分
CUS_PORT,130,卡塔尔
CUS_PORT,1300,御前崎
CUS_PORT,1301,小名滨
CUS_PORT,1302,尾道
CUS_PORT,1303,大阪
CUS_PORT,1304,小樽
CUS_PORT,1305,尾鹫
