type,codeValue,codeName,cusCode,gbCode,gbName,ciqCode
CUS_MAPPING_CURRENCY_CODE_V,AUD,澳大利亚元,601,AUD,澳大利亚元,036
CUS_MAPPING_CURRENCY_CODE_V,CAD,加拿大元,501,CAD,加拿大元,124
CUS_MAPPING_CURRENCY_CODE_V,CHF,瑞士法郎,331,CHF,瑞士法郎,756
CUS_MAPPING_CURRENCY_CODE_V,CNY,人民币,142,CNY,人民币,156
CUS_MAPPING_CURRENCY_CODE_V,DKK,丹麦克朗,302,DKK,丹麦克朗,208
CUS_MAPPING_CURRENCY_CODE_V,EUR,欧元,300,EUR,欧元,910
CUS_MAPPING_CURRENCY_CODE_V,GBP,英镑,303,GBP,英镑,826
CUS_MAPPING_CURRENCY_CODE_V,HKD,港币,110,HKD,港币,344
CUS_MAPPING_CURRENCY_CODE_V,IDR,印度尼西亚卢比,112,IDR,印度尼西亚卢比,360
CUS_MAPPING_CURRENCY_CODE_V,JPY,日本元,116,JPY,日本元,392
CUS_MAPPING_CURRENCY_CODE_V,KRW,韩国圆,133,KRW,韩国圆,410
CUS_MAPPING_CURRENCY_CODE_V,MOP,澳门元,121,MOP,澳门元,446
CUS_MAPPING_CURRENCY_CODE_V,MYR,马来西亚林吉特,122,MYR,马来西亚林吉特,458
CUS_MAPPING_CURRENCY_CODE_V,NOK,挪威克朗,326,NOK,挪威克朗,578
CUS_MAPPING_CURRENCY_CODE_V,NZD,新西兰元,609,NZD,新西兰元,554
CUS_MAPPING_CURRENCY_CODE_V,PHP,菲律宾比索,129,PHP,菲律宾比索,608
CUS_MAPPING_CURRENCY_CODE_V,RUB,俄罗斯卢布,344,RUB,俄罗斯卢布,643
CUS_MAPPING_CURRENCY_CODE_V,SEK,瑞典克朗,330,SEK,瑞典克朗,752
CUS_MAPPING_CURRENCY_CODE_V,SGD,新加坡元,132,SGD,新加坡元,702
CUS_MAPPING_CURRENCY_CODE_V,THB,泰国铢,136,THB,泰国铢,764
CUS_MAPPING_CURRENCY_CODE_V,TWD,新台币,143,TWD,新台币,158
CUS_MAPPING_CURRENCY_CODE_V,USD,美元,502,USD,美元,840
CUS_MAPPING_COUNTRY_CODE_V,ABW,阿鲁巴,403,ABW,阿鲁巴,533
CUS_MAPPING_COUNTRY_CODE_V,AFG,阿富汗,101,AFG,阿富汗,004
CUS_MAPPING_COUNTRY_CODE_V,AGO,安哥拉,202,AGO,安哥拉,024
CUS_MAPPING_COUNTRY_CODE_V,AIA,安圭拉,499,AIA,安圭拉,660
CUS_MAPPING_COUNTRY_CODE_V,ALA,阿兰群岛（波罗的海中芬兰所属群岛）,399,ALA,阿兰群岛（波罗的海中芬兰所属群岛）,248
CUS_MAPPING_COUNTRY_CODE_V,ALB,阿尔巴尼亚,313,ALB,阿尔巴尼亚,008
CUS_MAPPING_COUNTRY_CODE_V,AND,安道尔,314,AND,安道尔,020
CUS_MAPPING_COUNTRY_CODE_V,ARE,阿联酋,138,ARE,阿联酋,784
CUS_MAPPING_COUNTRY_CODE_V,ARG,阿根廷,402,ARG,阿根廷,032
CUS_MAPPING_COUNTRY_CODE_V,ARM,亚美尼亚,338,ARM,亚美尼亚,051
CUS_MAPPING_COUNTRY_CODE_V,ASM,美属萨摩亚,699,ASM,美属萨摩亚,016
CUS_MAPPING_COUNTRY_CODE_V,ATA,南极洲,701,ATA,南极洲,010
CUS_MAPPING_COUNTRY_CODE_V,ATF,法属南部领地,299,ATF,法属南部领地,260
CUS_MAPPING_COUNTRY_CODE_V,ATG,安提瓜和巴布达,401,ATG,安提瓜和巴布达,028
CUS_MAPPING_COUNTRY_CODE_V,AUS,澳大利亚,601,AUS,澳大利亚,036
CUS_MAPPING_COUNTRY_CODE_V,AUT,奥地利,315,AUT,奥地利,040
CUS_MAPPING_COUNTRY_CODE_V,AZE,阿塞拜疆,339,AZE,阿塞拜疆,031
CUS_MAPPING_COUNTRY_CODE_V,BDI,布隆迪,205,BDI,布隆迪,108
CUS_MAPPING_COUNTRY_CODE_V,BEL,比利时,301,BEL,比利时,056
CUS_MAPPING_COUNTRY_CODE_V,BEN,贝宁,203,BEN,贝宁,204
CUS_MAPPING_COUNTRY_CODE_V,BES,博内尔岛、圣尤斯特歇斯岛和萨巴岛,449,BES,博内尔岛、圣尤斯特歇斯岛和萨巴岛,535
CUS_MAPPING_COUNTRY_CODE_V,BFA,布基纳法索,251,BFA,布基纳法索,854
CUS_MAPPING_COUNTRY_CODE_V,BGD,孟加拉,103,BGD,孟加拉,050
CUS_MAPPING_COUNTRY_CODE_V,BGR,保加利亚,316,BGR,保加利亚,100
CUS_MAPPING_COUNTRY_CODE_V,BHR,巴林,102,BHR,巴林,048
CUS_MAPPING_COUNTRY_CODE_V,BHS,巴哈马,404,BHS,巴哈马,044
CUS_MAPPING_COUNTRY_CODE_V,BIH,波斯尼亚和黑塞哥维那,355,BIH,波斯尼亚和黑塞哥维那,070
CUS_MAPPING_COUNTRY_CODE_V,BLM,加勒比海圣巴特岛,499,BLM,加勒比海圣巴特岛,652
CUS_MAPPING_COUNTRY_CODE_V,BLR,白俄罗斯,340,BLR,白俄罗斯,112
CUS_MAPPING_COUNTRY_CODE_V,BLZ,伯利兹,406,BLZ,伯利兹,084
CUS_MAPPING_COUNTRY_CODE_V,BMU,百慕大,504,BMU,百慕大,060
CUS_MAPPING_COUNTRY_CODE_V,BOL,玻利维亚,408,BOL,玻利维亚,068
CUS_MAPPING_COUNTRY_CODE_V,BRA,巴西,410,BRA,巴西,076
CUS_MAPPING_COUNTRY_CODE_V,BRB,巴巴多斯,405,BRB,巴巴多斯,052
CUS_MAPPING_COUNTRY_CODE_V,BRN,文莱,105,BRN,文莱,096
CUS_MAPPING_COUNTRY_CODE_V,BTN,不丹,104,BTN,不丹,064
CUS_MAPPING_COUNTRY_CODE_V,BVT,布维岛,326,BVT,布维岛,074
CUS_MAPPING_COUNTRY_CODE_V,BWA,博茨瓦纳,204,BWA,博茨瓦纳,072
CUS_MAPPING_COUNTRY_CODE_V,CAF,中非,209,CAF,中非,140
CUS_MAPPING_COUNTRY_CODE_V,CAI,加那利群岛,207,CAI,加那利群岛,999
CUS_MAPPING_COUNTRY_CODE_V,CAN,加拿大,501,CAN,加拿大,124
CUS_MAPPING_COUNTRY_CODE_V,CCK,科科斯（基林）群岛,699,CCK,科科斯（基林）群岛,166
CUS_MAPPING_COUNTRY_CODE_V,CEU,休达,210,CEU,休达,142
CUS_MAPPING_COUNTRY_CODE_V,CHE,瑞士,331,CHE,瑞士,756
CUS_MAPPING_COUNTRY_CODE_V,CHL,智利,412,CHL,智利,152
CUS_MAPPING_COUNTRY_CODE_V,CHN,中国,142,CHN,中国,156
CUS_MAPPING_COUNTRY_CODE_V,CIV,科特迪瓦,223,CIV,科特迪瓦,384
CUS_MAPPING_COUNTRY_CODE_V,CMR,喀麦隆,206,CMR,喀麦隆,120
CUS_MAPPING_COUNTRY_CODE_V,COD,刚果（金）,252,COD,刚果（金）,180
CUS_MAPPING_COUNTRY_CODE_V,COG,刚果（布）,213,COG,刚果（布）,178
CUS_MAPPING_COUNTRY_CODE_V,COK,库克群岛,602,COK,库克群岛,184
CUS_MAPPING_COUNTRY_CODE_V,COL,哥伦比亚,413,COL,哥伦比亚,170
CUS_MAPPING_COUNTRY_CODE_V,COM,科摩罗,212,COM,科摩罗,174
CUS_MAPPING_COUNTRY_CODE_V,CPV,佛得角,208,CPV,佛得角,132
CUS_MAPPING_COUNTRY_CODE_V,CRI,哥斯达黎加,415,CRI,哥斯达黎加,188
CUS_MAPPING_COUNTRY_CODE_V,CUB,古巴,416,CUB,古巴,192
CUS_MAPPING_COUNTRY_CODE_V,CUW,库腊索岛,417,CUW,库腊索岛,531
CUS_MAPPING_COUNTRY_CODE_V,CXR,圣诞岛,699,CXR,圣诞岛,162
CUS_MAPPING_COUNTRY_CODE_V,CYM,开曼群岛,411,CYM,开曼群岛,136
CUS_MAPPING_COUNTRY_CODE_V,CYP,塞浦路斯,108,CYP,塞浦路斯,196
CUS_MAPPING_COUNTRY_CODE_V,CZE,捷克,352,CZE,捷克,203
CUS_MAPPING_COUNTRY_CODE_V,DEU,德国,304,DEU,德国,276
CUS_MAPPING_COUNTRY_CODE_V,DJI,吉布提,214,DJI,吉布提,262
CUS_MAPPING_COUNTRY_CODE_V,DMA,多米尼克,414,DMA,多米尼克,212
CUS_MAPPING_COUNTRY_CODE_V,DNK,丹麦,302,DNK,丹麦,208
CUS_MAPPING_COUNTRY_CODE_V,DOM,多米尼加,418,DOM,多米尼加,214
CUS_MAPPING_COUNTRY_CODE_V,DZA,阿尔及利亚,201,DZA,阿尔及利亚,012
CUS_MAPPING_COUNTRY_CODE_V,ECU,厄瓜多尔,419,ECU,厄瓜多尔,218
CUS_MAPPING_COUNTRY_CODE_V,EGY,埃及,215,EGY,埃及,818
CUS_MAPPING_COUNTRY_CODE_V,ERI,厄立特里亚,258,ERI,厄立特里亚,232
CUS_MAPPING_COUNTRY_CODE_V,ESH,西撒哈拉,245,ESH,西撒哈拉,732
CUS_MAPPING_COUNTRY_CODE_V,ESP,西班牙,312,ESP,西班牙,724
CUS_MAPPING_COUNTRY_CODE_V,EST,爱沙尼亚,334,EST,爱沙尼亚,233
CUS_MAPPING_COUNTRY_CODE_V,ETH,埃塞俄比亚,217,ETH,埃塞俄比亚,231
CUS_MAPPING_COUNTRY_CODE_V,FIN,芬兰,318,FIN,芬兰,246
CUS_MAPPING_COUNTRY_CODE_V,FJI,斐济,603,FJI,斐济,242
CUS_MAPPING_COUNTRY_CODE_V,FLK,福克兰群岛(马尔维纳斯),499,FLK,福克兰群岛(马尔维纳斯),238
CUS_MAPPING_COUNTRY_CODE_V,FRA,法国,305,FRA,法国,250
CUS_MAPPING_COUNTRY_CODE_V,FRO,法罗群岛,357,FRO,法罗群岛,234
CUS_MAPPING_COUNTRY_CODE_V,FSM,密克罗尼西亚(联邦),620,FSM,密克罗尼西亚(联邦),583
CUS_MAPPING_COUNTRY_CODE_V,GAB,加蓬,218,GAB,加蓬,266
CUS_MAPPING_COUNTRY_CODE_V,GAM,盖比群岛,604,GAM,盖比群岛,999
CUS_MAPPING_COUNTRY_CODE_V,GBR,英国,303,GBR,英国,826
CUS_MAPPING_COUNTRY_CODE_V,GEO,格鲁吉亚,337,GEO,格鲁吉亚,268
CUS_MAPPING_COUNTRY_CODE_V,GGY,根西岛,399,GGY,根西岛,831
CUS_MAPPING_COUNTRY_CODE_V,GHA,加纳,220,GHA,加纳,288
CUS_MAPPING_COUNTRY_CODE_V,GIB,直布罗陀,320,GIB,直布罗陀,292
CUS_MAPPING_COUNTRY_CODE_V,GIN,几内亚,221,GIN,几内亚,324
CUS_MAPPING_COUNTRY_CODE_V,GLP,瓜德罗普,422,GLP,瓜德罗普,312
CUS_MAPPING_COUNTRY_CODE_V,GMB,冈比亚,219,GMB,冈比亚,270
CUS_MAPPING_COUNTRY_CODE_V,GNB,几内亚比绍,222,GNB,几内亚比绍,624
CUS_MAPPING_COUNTRY_CODE_V,GNQ,赤道几内亚,216,GNQ,赤道几内亚,226
CUS_MAPPING_COUNTRY_CODE_V,GRC,希腊,310,GRC,希腊,300
CUS_MAPPING_COUNTRY_CODE_V,GRD,格林纳达,421,GRD,格林纳达,308
CUS_MAPPING_COUNTRY_CODE_V,GRL,格陵兰,503,GRL,格陵兰,304
CUS_MAPPING_COUNTRY_CODE_V,GTM,危地马拉,423,GTM,危地马拉,320
CUS_MAPPING_COUNTRY_CODE_V,GUF,法属圭亚那,420,GUF,法属圭亚那,254
CUS_MAPPING_COUNTRY_CODE_V,GUM,关岛,699,GUM,关岛,316
CUS_MAPPING_COUNTRY_CODE_V,GUY,圭亚那,424,GUY,圭亚那,328
CUS_MAPPING_COUNTRY_CODE_V,HKG,中国香港,110,HKG,中国香港,344
CUS_MAPPING_COUNTRY_CODE_V,HMD,赫德岛和麦克唐纳岛,699,HMD,赫德岛和麦克唐纳岛,334
CUS_MAPPING_COUNTRY_CODE_V,HND,洪都拉斯,426,HND,洪都拉斯,340
CUS_MAPPING_COUNTRY_CODE_V,HRV,克罗地亚,351,HRV,克罗地亚,191
CUS_MAPPING_COUNTRY_CODE_V,HTI,海地,425,HTI,海地,332
CUS_MAPPING_COUNTRY_CODE_V,HUN,匈牙利,321,HUN,匈牙利,348
CUS_MAPPING_COUNTRY_CODE_V,IDN,印度尼西亚,112,IDN,印度尼西亚,360
CUS_MAPPING_COUNTRY_CODE_V,IMN,马恩岛,399,IMN,马恩岛,833
CUS_MAPPING_COUNTRY_CODE_V,IND,印度,111,IND,印度,356
CUS_MAPPING_COUNTRY_CODE_V,IOT,英属印度洋领地,299,IOT,英属印度洋领地,086
CUS_MAPPING_COUNTRY_CODE_V,IRL,爱尔兰,306,IRL,爱尔兰,372
CUS_MAPPING_COUNTRY_CODE_V,IRN,伊朗,113,IRN,伊朗,364
CUS_MAPPING_COUNTRY_CODE_V,IRQ,伊拉克,114,IRQ,伊拉克,368
CUS_MAPPING_COUNTRY_CODE_V,ISL,冰岛,322,ISL,冰岛,352
CUS_MAPPING_COUNTRY_CODE_V,ISR,以色列,115,ISR,以色列,376
CUS_MAPPING_COUNTRY_CODE_V,ITA,意大利,307,ITA,意大利,380
CUS_MAPPING_COUNTRY_CODE_V,JAM,牙买加,427,JAM,牙买加,388
CUS_MAPPING_COUNTRY_CODE_V,JEY,泽西岛,399,JEY,泽西岛,832
CUS_MAPPING_COUNTRY_CODE_V,JOR,约旦,117,JOR,约旦,400
CUS_MAPPING_COUNTRY_CODE_V,JPN,日本,116,JPN,日本,392
CUS_MAPPING_COUNTRY_CODE_V,KAZ,哈萨克斯坦,145,KAZ,哈萨克斯坦,398
CUS_MAPPING_COUNTRY_CODE_V,KEN,肯尼亚,224,KEN,肯尼亚,404
CUS_MAPPING_COUNTRY_CODE_V,KGZ,吉尔吉斯斯坦,146,KGZ,吉尔吉斯斯坦,417
CUS_MAPPING_COUNTRY_CODE_V,KHM,柬埔寨,107,KHM,柬埔寨,116
CUS_MAPPING_COUNTRY_CODE_V,KIR,基里巴斯,618,KIR,基里巴斯,296
CUS_MAPPING_COUNTRY_CODE_V,KNA,圣基茨和尼维斯,447,KNA,圣基茨和尼维斯,659
CUS_MAPPING_COUNTRY_CODE_V,KOR,韩国,133,KOR,韩国,410
CUS_MAPPING_COUNTRY_CODE_V,KWT,科威特,118,KWT,科威特,414
CUS_MAPPING_COUNTRY_CODE_V,LAO,老挝,119,LAO,老挝,418
CUS_MAPPING_COUNTRY_CODE_V,LBN,黎巴嫩,120,LBN,黎巴嫩,422
CUS_MAPPING_COUNTRY_CODE_V,LBR,利比里亚,225,LBR,利比里亚,430
CUS_MAPPING_COUNTRY_CODE_V,LBY,利比亚,226,LBY,利比亚,434
CUS_MAPPING_COUNTRY_CODE_V,LCA,圣卢西亚,437,LCA,圣卢西亚,662
CUS_MAPPING_COUNTRY_CODE_V,LIE,列支敦士登,323,LIE,列支敦士登,438
CUS_MAPPING_COUNTRY_CODE_V,LKA,斯里兰卡,134,LKA,斯里兰卡,144
CUS_MAPPING_COUNTRY_CODE_V,LSO,莱索托,255,LSO,莱索托,426
CUS_MAPPING_COUNTRY_CODE_V,LTU,立陶宛,336,LTU,立陶宛,440
CUS_MAPPING_COUNTRY_CODE_V,LUX,卢森堡,308,LUX,卢森堡,442
CUS_MAPPING_COUNTRY_CODE_V,LVA,拉脱维亚,335,LVA,拉脱维亚,428
CUS_MAPPING_COUNTRY_CODE_V,MAC,中国澳门,121,MAC,中国澳门,446
CUS_MAPPING_COUNTRY_CODE_V,MAF,圣马丁(法国),438,MAF,圣马丁(法国),663
CUS_MAPPING_COUNTRY_CODE_V,MAI,马克萨斯群岛,605,MAI,马克萨斯群岛,999
CUS_MAPPING_COUNTRY_CODE_V,MAR,摩洛哥,232,MAR,摩洛哥,504
CUS_MAPPING_COUNTRY_CODE_V,MCO,摩纳哥,325,MCO,摩纳哥,492
CUS_MAPPING_COUNTRY_CODE_V,MDA,摩尔多瓦,343,MDA,摩尔多瓦,498
CUS_MAPPING_COUNTRY_CODE_V,MDG,马达加斯加,227,MDG,马达加斯加,450
CUS_MAPPING_COUNTRY_CODE_V,MDV,马尔代夫,123,MDV,马尔代夫,462
CUS_MAPPING_COUNTRY_CODE_V,MEL,梅利利亚,256,MEL,梅利利亚,482
CUS_MAPPING_COUNTRY_CODE_V,MEX,墨西哥,429,MEX,墨西哥,484
CUS_MAPPING_COUNTRY_CODE_V,MHL,马绍尔群岛,621,MHL,马绍尔群岛,584
CUS_MAPPING_COUNTRY_CODE_V,MKD,马其顿,354,MKD,马其顿,807
CUS_MAPPING_COUNTRY_CODE_V,MLI,马里,229,MLI,马里,466
CUS_MAPPING_COUNTRY_CODE_V,MLT,马耳他,324,MLT,马耳他,470
CUS_MAPPING_COUNTRY_CODE_V,MMR,缅甸,106,MMR,缅甸,104
CUS_MAPPING_COUNTRY_CODE_V,MNE,黑山共和国,359,MNE,黑山共和国,499
CUS_MAPPING_COUNTRY_CODE_V,MNG,蒙古,124,MNG,蒙古,496
CUS_MAPPING_COUNTRY_CODE_V,MNP,北马里亚纳自由联邦,699,MNP,北马里亚纳自由联邦,580
CUS_MAPPING_COUNTRY_CODE_V,MOZ,莫桑比克,233,MOZ,莫桑比克,508
CUS_MAPPING_COUNTRY_CODE_V,MRT,毛里塔尼亚,230,MRT,毛里塔尼亚,478
CUS_MAPPING_COUNTRY_CODE_V,MSR,蒙特塞拉特,430,MSR,蒙特塞拉特,500
CUS_MAPPING_COUNTRY_CODE_V,MTQ,马提尼克,428,MTQ,马提尼克,474
CUS_MAPPING_COUNTRY_CODE_V,MUS,毛里求斯,231,MUS,毛里求斯,480
CUS_MAPPING_COUNTRY_CODE_V,MWI,马拉维,228,MWI,马拉维,454
CUS_MAPPING_COUNTRY_CODE_V,MYS,马来西亚,122,MYS,马来西亚,458
CUS_MAPPING_COUNTRY_CODE_V,MYT,马约特,259,MYT,马约特,175
CUS_MAPPING_COUNTRY_CODE_V,NAM,纳米比亚,234,NAM,纳米比亚,516
CUS_MAPPING_COUNTRY_CODE_V,NCL,新喀里多尼亚,607,NCL,新喀里多尼亚,540
CUS_MAPPING_COUNTRY_CODE_V,NER,尼日尔,235,NER,尼日尔,562
CUS_MAPPING_COUNTRY_CODE_V,NFK,诺福克岛,610,NFK,诺福克岛,574
CUS_MAPPING_COUNTRY_CODE_V,NGA,尼日利亚,236,NGA,尼日利亚,566
CUS_MAPPING_COUNTRY_CODE_V,NIC,尼加拉瓜,431,NIC,尼加拉瓜,558
CUS_MAPPING_COUNTRY_CODE_V,NIU,纽埃,699,NIU,纽埃,570
CUS_MAPPING_COUNTRY_CODE_V,NLD,荷兰,309,NLD,荷兰,528
CUS_MAPPING_COUNTRY_CODE_V,NOR,挪威,326,NOR,挪威,578
CUS_MAPPING_COUNTRY_CODE_V,NPL,尼泊尔,125,NPL,尼泊尔,524
CUS_MAPPING_COUNTRY_CODE_V,NRU,瑙鲁,606,NRU,瑙鲁,520
CUS_MAPPING_COUNTRY_CODE_V,NZL,新西兰,609,NZL,新西兰,554
CUS_MAPPING_COUNTRY_CODE_V,OMN,阿曼,126,OMN,阿曼,512
CUS_MAPPING_COUNTRY_CODE_V,PAK,巴基斯坦,127,PAK,巴基斯坦,586
CUS_MAPPING_COUNTRY_CODE_V,PAN,巴拿马,432,PAN,巴拿马,591
CUS_MAPPING_COUNTRY_CODE_V,PCN,皮特凯恩,699,PCN,皮特凯恩,612
CUS_MAPPING_COUNTRY_CODE_V,PER,秘鲁,434,PER,秘鲁,604
CUS_MAPPING_COUNTRY_CODE_V,PHL,菲律宾,129,PHL,菲律宾,608
CUS_MAPPING_COUNTRY_CODE_V,PLW,帕劳,622,PLW,帕劳,585
CUS_MAPPING_COUNTRY_CODE_V,PNG,巴布亚新几内亚,611,PNG,巴布亚新几内亚,598
CUS_MAPPING_COUNTRY_CODE_V,POL,波兰,327,POL,波兰,616
CUS_MAPPING_COUNTRY_CODE_V,PRI,波多黎各,435,PRI,波多黎各,630
CUS_MAPPING_COUNTRY_CODE_V,PRK,朝鲜,109,PRK,朝鲜,408
CUS_MAPPING_COUNTRY_CODE_V,PRT,葡萄牙,311,PRT,葡萄牙,620
CUS_MAPPING_COUNTRY_CODE_V,PRY,巴拉圭,433,PRY,巴拉圭,600
CUS_MAPPING_COUNTRY_CODE_V,PSE,巴勒斯坦,128,PSE,巴勒斯坦,275
CUS_MAPPING_COUNTRY_CODE_V,PYF,法属波利尼西亚,623,PYF,法属波利尼西亚,258
CUS_MAPPING_COUNTRY_CODE_V,QAT,卡塔尔,130,QAT,卡塔尔,634
CUS_MAPPING_COUNTRY_CODE_V,REU,留尼汪,237,REU,留尼汪,638
CUS_MAPPING_COUNTRY_CODE_V,ROU,罗马尼亚,328,ROU,罗马尼亚,642
CUS_MAPPING_COUNTRY_CODE_V,RUS,俄罗斯联邦,344,RUS,俄罗斯联邦,643
CUS_MAPPING_COUNTRY_CODE_V,RWA,卢旺达,238,RWA,卢旺达,646
CUS_MAPPING_COUNTRY_CODE_V,SAU,沙特阿拉伯,131,SAU,沙特阿拉伯,682
CUS_MAPPING_COUNTRY_CODE_V,SDN,苏丹,246,SDN,苏丹,729
CUS_MAPPING_COUNTRY_CODE_V,SEN,塞内加尔,240,SEN,塞内加尔,686
CUS_MAPPING_COUNTRY_CODE_V,SGP,新加坡,132,SGP,新加坡,702
CUS_MAPPING_COUNTRY_CODE_V,SGS,南乔治亚岛和南桑德韦奇岛,499,SGS,南乔治亚岛和南桑德韦奇岛,239
CUS_MAPPING_COUNTRY_CODE_V,SHN,圣赫勒拿,299,SHN,圣赫勒拿,654
CUS_MAPPING_COUNTRY_CODE_V,SJM,斯瓦尔巴岛和扬马延岛,399,SJM,斯瓦尔巴岛和扬马延岛,744
CUS_MAPPING_COUNTRY_CODE_V,SLB,所罗门群岛,613,SLB,所罗门群岛,090
CUS_MAPPING_COUNTRY_CODE_V,SLE,塞拉利昂,242,SLE,塞拉利昂,694
CUS_MAPPING_COUNTRY_CODE_V,SLV,萨尔瓦多,440,SLV,萨尔瓦多,222
CUS_MAPPING_COUNTRY_CODE_V,SMR,圣马力诺,329,SMR,圣马力诺,674
CUS_MAPPING_COUNTRY_CODE_V,SOC,社会群岛,612,SOC,社会群岛,999
CUS_MAPPING_COUNTRY_CODE_V,SOM,索马里,243,SOM,索马里,706
CUS_MAPPING_COUNTRY_CODE_V,SPM,圣皮埃尔和密克隆,448,SPM,圣皮埃尔和密克隆,666
CUS_MAPPING_COUNTRY_CODE_V,SRB,塞尔维亚共和国,358,SRB,塞尔维亚共和国,688
CUS_MAPPING_COUNTRY_CODE_V,SSD,南苏丹,260,SSD,南苏丹,728
CUS_MAPPING_COUNTRY_CODE_V,STP,圣多美和普林西比,239,STP,圣多美和普林西比,678
CUS_MAPPING_COUNTRY_CODE_V,SUR,苏里南,441,SUR,苏里南,740
CUS_MAPPING_COUNTRY_CODE_V,SVK,斯洛伐克,353,SVK,斯洛伐克,703
CUS_MAPPING_COUNTRY_CODE_V,SVN,斯洛文尼亚,350,SVN,斯洛文尼亚,705
CUS_MAPPING_COUNTRY_CODE_V,SWE,瑞典,330,SWE,瑞典,752
CUS_MAPPING_COUNTRY_CODE_V,SWZ,斯威士兰,257,SWZ,斯威士兰,748
CUS_MAPPING_COUNTRY_CODE_V,SXM,荷属圣马丁岛,449,SXM,荷属圣马丁岛,534
CUS_MAPPING_COUNTRY_CODE_V,SYC,塞舌尔,241,SYC,塞舌尔,690
CUS_MAPPING_COUNTRY_CODE_V,SYR,叙利亚,135,SYR,叙利亚,760
CUS_MAPPING_COUNTRY_CODE_V,TCA,特克斯和凯科斯群岛,443,TCA,特克斯和凯科斯群岛,796
CUS_MAPPING_COUNTRY_CODE_V,TCD,乍得,211,TCD,乍得,148
CUS_MAPPING_COUNTRY_CODE_V,TGO,多哥,248,TGO,多哥,768
CUS_MAPPING_COUNTRY_CODE_V,THA,泰国,136,THA,泰国,764
CUS_MAPPING_COUNTRY_CODE_V,TJK,塔吉克斯坦,147,TJK,塔吉克斯坦,762
CUS_MAPPING_COUNTRY_CODE_V,TKL,托克劳,699,TKL,托克劳,772
CUS_MAPPING_COUNTRY_CODE_V,TKM,土库曼斯坦,148,TKM,土库曼斯坦,795
CUS_MAPPING_COUNTRY_CODE_V,TLS,东帝汶,144,TLS,东帝汶,626
CUS_MAPPING_COUNTRY_CODE_V,TON,汤加,614,TON,汤加,776
CUS_MAPPING_COUNTRY_CODE_V,TTO,特立尼达和多巴哥,442,TTO,特立尼达和多巴哥,780
CUS_MAPPING_COUNTRY_CODE_V,TUA,土阿莫土群岛,615,TUA,土阿莫土群岛,999
CUS_MAPPING_COUNTRY_CODE_V,TUB,土布艾群岛,616,TUB,土布艾群岛,999
CUS_MAPPING_COUNTRY_CODE_V,TUN,突尼斯,249,TUN,突尼斯,788
CUS_MAPPING_COUNTRY_CODE_V,TUR,土耳其,137,TUR,土耳其,792
CUS_MAPPING_COUNTRY_CODE_V,TUV,图瓦卢,619,TUV,图瓦卢,798
CUS_MAPPING_COUNTRY_CODE_V,TWN,中国台湾,143,TWN,中国台湾,158
CUS_MAPPING_COUNTRY_CODE_V,TZA,坦桑尼亚,247,TZA,坦桑尼亚,834
CUS_MAPPING_COUNTRY_CODE_V,UGA,乌干达,250,UGA,乌干达,800
CUS_MAPPING_COUNTRY_CODE_V,UKR,乌克兰,347,UKR,乌克兰,804
CUS_MAPPING_COUNTRY_CODE_V,UMI,美国本土外小岛屿,699,UMI,美国本土外小岛屿,581
CUS_MAPPING_COUNTRY_CODE_V,URY,乌拉圭,444,URY,乌拉圭,858
CUS_MAPPING_COUNTRY_CODE_V,USA,美国,502,USA,美国,840
CUS_MAPPING_COUNTRY_CODE_V,UZB,乌兹别克斯坦,149,UZB,乌兹别克斯坦,860
CUS_MAPPING_COUNTRY_CODE_V,VAT,梵蒂冈,356,VAT,梵蒂冈,336
CUS_MAPPING_COUNTRY_CODE_V,VCT,圣文森特和格林纳丁斯,439,VCT,圣文森特和格林纳丁斯,670
CUS_MAPPING_COUNTRY_CODE_V,VEN,委内瑞拉,445,VEN,委内瑞拉,862
CUS_MAPPING_COUNTRY_CODE_V,VGB,英属维尔京群岛,446,VGB,英属维尔京群岛,092
CUS_MAPPING_COUNTRY_CODE_V,VIR,美属维尔京群岛,499,VIR,美属维尔京群岛,850
CUS_MAPPING_COUNTRY_CODE_V,VNM,越南,141,VNM,越南,704
CUS_MAPPING_COUNTRY_CODE_V,VUT,瓦努阿图,608,VUT,瓦努阿图,548
CUS_MAPPING_COUNTRY_CODE_V,WLF,瓦利斯和富图纳,625,WLF,瓦利斯和富图纳,876
CUS_MAPPING_COUNTRY_CODE_V,WSM,萨摩亚,617,WSM,萨摩亚,882
CUS_MAPPING_COUNTRY_CODE_V,YEM,也门,139,YEM,也门,887
CUS_MAPPING_COUNTRY_CODE_V,ZAF,南非,244,ZAF,南非,710
CUS_MAPPING_COUNTRY_CODE_V,ZAO,非洲其他国家(地区),299,ZAO,非洲其他国家(地区),906
CUS_MAPPING_COUNTRY_CODE_V,ZAS,亚洲其他国家(地区),199,ZAS,亚洲其他国家(地区),903
CUS_MAPPING_COUNTRY_CODE_V,ZEU,欧洲其他国家(地区),399,ZEU,欧洲其他国家(地区),909
CUS_MAPPING_COUNTRY_CODE_V,ZMB,赞比亚,253,ZMB,赞比亚,894
CUS_MAPPING_COUNTRY_CODE_V,ZNA,北美洲其他国家(地区),599,ZNA,北美洲其他国家(地区),915
CUS_MAPPING_COUNTRY_CODE_V,ZOC,大洋洲其他国家(地区),699,ZOC,大洋洲其他国家(地区),918
