type,codeValue,codeName,cusCode,gbCode,gbName,ciqCode
CUS_MAPPING_PORT_CODE_V,CHN881,江山（中国）,142,CHN881,江山（中国）,156881
CUS_MAPPING_PORT_CODE_V,CHN883,南宁吴圩机场（中国）,142,CHN883,南宁吴圩机场（中国）,156883
CUS_MAPPING_PORT_CODE_V,CHN885,北海福成机场（中国）,142,CHN885,北海福成机场（中国）,156885
CUS_MAPPING_PORT_CODE_V,CHN887,桂林两江国际机场（中国）,142,CHN887,桂林两江国际机场（中国）,156887
CUS_MAPPING_PORT_CODE_V,CHN901,海口（中国）,142,CHN901,海口（中国）,156901
CUS_MAPPING_PORT_CODE_V,CHN904,海口新港（中国）,142,CHN904,海口新港（中国）,156904
CUS_MAPPING_PORT_CODE_V,CHN913,清澜（中国）,142,CHN913,清澜（中国）,156913
CUS_MAPPING_PORT_CODE_V,CHN919,三亚（中国）,142,CHN919,三亚（中国）,156919
CUS_MAPPING_PORT_CODE_V,CHN920,榆林（中国）,142,CHN920,榆林（中国）,156920
CUS_MAPPING_PORT_CODE_V,CHN922,八所（中国）,142,CHN922,八所（中国）,156922
CUS_MAPPING_PORT_CODE_V,CHN925,洋浦（中国）,142,CHN925,洋浦（中国）,156925
CUS_MAPPING_PORT_CODE_V,CHN928,海口美兰机场（中国）,142,CHN928,海口美兰机场（中国）,156928
CUS_MAPPING_PORT_CODE_V,CHN931,三亚凤凰机场（中国）,142,CHN931,三亚凤凰机场（中国）,156931
CUS_MAPPING_PORT_CODE_V,CHN934,重庆江北国际机场（中国）,142,CHN934,重庆江北国际机场（中国）,156934
CUS_MAPPING_PORT_CODE_V,CHN937,成都双流国际机场（中国）,142,CHN937,成都双流国际机场（中国）,156937
CUS_MAPPING_PORT_CODE_V,CHN940,贵阳龙洞堡机场（中国）,142,CHN940,贵阳龙洞堡机场（中国）,156940
CUS_MAPPING_PORT_CODE_V,CHN943,昆明巫家坝国际机场（中国）,142,CHN943,昆明巫家坝国际机场（中国）,156943
CUS_MAPPING_PORT_CODE_V,CHN946,西双版纳嘎洒机场（中国）,142,CHN946,西双版纳嘎洒机场（中国）,156946
CUS_MAPPING_PORT_CODE_V,CHN949,拉萨贡嘎机场（中国）,142,CHN949,拉萨贡嘎机场（中国）,156949
CUS_MAPPING_PORT_CODE_V,CHN952,西安咸阳国际机场（中国）,142,CHN952,西安咸阳国际机场（中国）,156952
CUS_MAPPING_PORT_CODE_V,CHN955,兰州中川机场（中国）,142,CHN955,兰州中川机场（中国）,156955
CUS_MAPPING_PORT_CODE_V,CHN958,西宁曹家堡机场（中国）,142,CHN958,西宁曹家堡机场（中国）,156958
CUS_MAPPING_PORT_CODE_V,CHN961,银川河东机场（中国）,142,CHN961,银川河东机场（中国）,156961
CUS_MAPPING_PORT_CODE_V,CHN964,乌鲁木齐地窝堡国际机场（中国）,142,CHN964,乌鲁木齐地窝堡国际机场（中国）,156964
CUS_MAPPING_PORT_CODE_V,CHN967,喀什机场（中国）,142,CHN967,喀什机场（中国）,156967
CUS_MAPPING_PORT_CODE_V,CIV000,科特迪瓦,223,CIV000,科特迪瓦,384000
CUS_MAPPING_PORT_CODE_V,CIV003,阿比让（科特迪瓦）,1651,CIV003,阿比让（科特迪瓦）,384003
CUS_MAPPING_PORT_CODE_V,CIV006,阿西尼（科特迪瓦）,223,CIV006,阿西尼（科特迪瓦）,384006
CUS_MAPPING_PORT_CODE_V,CIV009,弗雷斯科（科特迪瓦）,1654,CIV009,弗雷斯科（科特迪瓦）,384009
CUS_MAPPING_PORT_CODE_V,CIV012,大巴萨姆（科特迪瓦）,1655,CIV012,大巴萨姆（科特迪瓦）,384012
CUS_MAPPING_PORT_CODE_V,CIV014,达布（科特迪瓦）,223,CIV014,达布（科特迪瓦）,384014
CUS_MAPPING_PORT_CODE_V,CIV015,圣佩德罗（科特迪瓦）,223,CIV015,圣佩德罗（科特迪瓦）,384015
CUS_MAPPING_PORT_CODE_V,CIV018,萨桑德拉（科特迪瓦）,1653,CIV018,萨桑德拉（科特迪瓦）,384018
CUS_MAPPING_PORT_CODE_V,CIV021,塔布（科特迪瓦）,223,CIV021,塔布（科特迪瓦）,384021
CUS_MAPPING_PORT_CODE_V,CIV022,布埃港（科特迪瓦）,1652,CIV022,布埃港（科特迪瓦）,384022
CUS_MAPPING_PORT_CODE_V,CMR000,喀麦隆,206,CMR000,喀麦隆,120000
CUS_MAPPING_PORT_CODE_V,CMR003,杜阿拉（喀麦隆）,1593,CMR003,杜阿拉（喀麦隆）,120003
CUS_MAPPING_PORT_CODE_V,CMR006,克里比（喀麦隆）,206,CMR006,克里比（喀麦隆）,120006
CUS_MAPPING_PORT_CODE_V,CMR009,提科（喀麦隆）,1595,CMR009,提科（喀麦隆）,120009
CUS_MAPPING_PORT_CODE_V,CMR012,维多利亚（喀麦隆）,206,CMR012,维多利亚（喀麦隆）,120012
CUS_MAPPING_PORT_CODE_V,CMR015,雅温得（喀麦隆）,1596,CMR015,雅温得（喀麦隆）,120015
CUS_MAPPING_PORT_CODE_V,COD000,刚果（金）,252,COD000,刚果（金）,180000
CUS_MAPPING_PORT_CODE_V,COD003,巴纳纳（刚果（金））,1782,COD003,巴纳纳（刚果（金））,180003
CUS_MAPPING_PORT_CODE_V,COD006,博马（刚果（金））,1783,COD006,博马（刚果（金））,180006
CUS_MAPPING_PORT_CODE_V,COD009,马塔迪（刚果（金））,1784,COD009,马塔迪（刚果（金））,180009
CUS_MAPPING_PORT_CODE_V,COD901,金沙萨（刚果（金））,252,COD901,金沙萨（刚果（金））,180901
CUS_MAPPING_PORT_CODE_V,COG000,刚果（布）,213,COG000,刚果（布）,178000
CUS_MAPPING_PORT_CODE_V,COG003,哲诺油码头（刚果（布））,213,COG003,哲诺油码头（刚果（布））,178003
CUS_MAPPING_PORT_CODE_V,COG006,黑角（刚果（布））,1610,COG006,黑角（刚果（布））,178006
CUS_MAPPING_PORT_CODE_V,COK000,库克群岛,602,COK000,库克群岛,184000
CUS_MAPPING_PORT_CODE_V,COK003,阿鲁通加（库克群岛）,602,COK003,阿鲁通加（库克群岛）,184003
CUS_MAPPING_PORT_CODE_V,COK005,阿瓦鲁阿（库克群岛）,3278,COK005,阿瓦鲁阿（库克群岛）,184005
CUS_MAPPING_PORT_CODE_V,COK006,拉罗通加岛（库克群岛）,602,COK006,拉罗通加岛（库克群岛）,184006
CUS_MAPPING_PORT_CODE_V,COL000,哥伦比亚,413,COL000,哥伦比亚,170000
CUS_MAPPING_PORT_CODE_V,COL003,巴兰基利亚（哥伦比亚）,2787,COL003,巴兰基利亚（哥伦比亚）,170003
CUS_MAPPING_PORT_CODE_V,COL006,布韦那文图拉（哥伦比亚）,2790,COL006,布韦那文图拉（哥伦比亚）,170006
CUS_MAPPING_PORT_CODE_V,COL009,卡塔赫纳（哥伦比亚）,2791,COL009,卡塔赫纳（哥伦比亚）,170009
CUS_MAPPING_PORT_CODE_V,COL012,科韦尼亚斯（哥伦比亚）,413,COL012,科韦尼亚斯（哥伦比亚）,170012
CUS_MAPPING_PORT_CODE_V,COL015,波佐科罗拉多斯（哥伦比亚）,413,COL015,波佐科罗拉多斯（哥伦比亚）,170015
CUS_MAPPING_PORT_CODE_V,COL018,哥伦比亚港（哥伦比亚）,413,COL018,哥伦比亚港（哥伦比亚）,170018
CUS_MAPPING_PORT_CODE_V,COL023,卡雷尼奥港（哥伦比亚）,413,COL023,卡雷尼奥港（哥伦比亚）,170023
CUS_MAPPING_PORT_CODE_V,COL024,圣玛尔塔（哥伦比亚）,2789,COL024,圣玛尔塔（哥伦比亚）,170024
CUS_MAPPING_PORT_CODE_V,COL027,图马科（哥伦比亚）,2788,COL027,图马科（哥伦比亚）,170027
CUS_MAPPING_PORT_CODE_V,COL030,图尔博（哥伦比亚）,413,COL030,图尔博（哥伦比亚）,170030
CUS_MAPPING_PORT_CODE_V,COL031,科维纳斯（哥伦比亚）,2792,COL031,科维纳斯（哥伦比亚）,170031
CUS_MAPPING_PORT_CODE_V,COM000,科摩罗,212,COM000,科摩罗,174000
CUS_MAPPING_PORT_CODE_V,COM001,昂儒昂岛（科摩罗）,1605,COM001,昂儒昂岛（科摩罗）,174001
CUS_MAPPING_PORT_CODE_V,COM002,莫埃利岛（科摩罗）,1606,COM002,莫埃利岛（科摩罗）,174002
CUS_MAPPING_PORT_CODE_V,COM003,藻德济（科摩罗）,212,COM003,藻德济（科摩罗）,174003
CUS_MAPPING_PORT_CODE_V,COM006,丰博尼（科摩罗）,1607,COM006,丰博尼（科摩罗）,174006
CUS_MAPPING_PORT_CODE_V,COM009,莫罗尼（科摩罗）,1609,COM009,莫罗尼（科摩罗）,174009
CUS_MAPPING_PORT_CODE_V,COM012,穆察穆杜（科摩罗）,1608,COM012,穆察穆杜（科摩罗）,174012
CUS_MAPPING_PORT_CODE_V,CPV000,佛得角,208,CPV000,佛得角,132000
CUS_MAPPING_PORT_CODE_V,CPV002,明德卢（佛得角）,1601,CPV002,明德卢（佛得角）,132002
CUS_MAPPING_PORT_CODE_V,CPV003,帕尔梅拉（佛得角）,208,CPV003,帕尔梅拉（佛得角）,132003
CUS_MAPPING_PORT_CODE_V,CPV006,格兰德港（佛得角）,1602,CPV006,格兰德港（佛得角）,132006
CUS_MAPPING_PORT_CODE_V,CPV009,普拉亚（佛得角）,208,CPV009,普拉亚（佛得角）,132009
CUS_MAPPING_PORT_CODE_V,CRI000,哥斯达黎加,415,CRI000,哥斯达黎加,188000
CUS_MAPPING_PORT_CODE_V,CRI003,卡尔德拉（哥斯达黎加）,415,CRI003,卡尔德拉（哥斯达黎加）,188003
CUS_MAPPING_PORT_CODE_V,CRI006,戈尔菲托（哥斯达黎加）,2796,CRI006,戈尔菲托（哥斯达黎加）,188006
CUS_MAPPING_PORT_CODE_V,CRI009,利蒙港（哥斯达黎加）,2797,CRI009,利蒙港（哥斯达黎加）,188009
CUS_MAPPING_PORT_CODE_V,CRI012,彭塔雷纳斯（哥斯达黎加）,2795,CRI012,彭塔雷纳斯（哥斯达黎加）,188012
CUS_MAPPING_PORT_CODE_V,CRI015,克波斯（哥斯达黎加）,2798,CRI015,克波斯（哥斯达黎加）,188015
CUS_MAPPING_PORT_CODE_V,CUB000,古巴,416,CUB000,古巴,192000
CUS_MAPPING_PORT_CODE_V,CUB003,安蒂亚（古巴）,2802,CUB003,安蒂亚（古巴）,192003
CUS_MAPPING_PORT_CODE_V,CUB006,翁达港（古巴）,2803,CUB006,翁达港（古巴）,192006
CUS_MAPPING_PORT_CODE_V,CUB009,巴内斯（古巴）,416,CUB009,巴内斯（古巴）,192009
CUS_MAPPING_PORT_CODE_V,CUB012,巴拉科阿（古巴）,2804,CUB012,巴拉科阿（古巴）,192012
CUS_MAPPING_PORT_CODE_V,CUB015,博卡格兰德（古巴）,416,CUB015,博卡格兰德（古巴）,192015
CUS_MAPPING_PORT_CODE_V,CUB018,博克龙（古巴）,416,CUB018,博克龙（古巴）,192018
CUS_MAPPING_PORT_CODE_V,CUB021,卡瓦尼亚斯（古巴）,416,CUB021,卡瓦尼亚斯（古巴）,192021
CUS_MAPPING_PORT_CODE_V,CUB024,凯巴连（古巴）,2800,CUB024,凯巴连（古巴）,192024
CUS_MAPPING_PORT_CODE_V,CUB027,凯马勒那（古巴）,416,CUB027,凯马勒那（古巴）,192027
CUS_MAPPING_PORT_CODE_V,CUB029,萨瓜塔那摩（古巴）,2817,CUB029,萨瓜塔那摩（古巴）,192029
CUS_MAPPING_PORT_CODE_V,CUB030,卡德纳斯（古巴）,2799,CUB030,卡德纳斯（古巴）,192030
CUS_MAPPING_PORT_CODE_V,CUB033,卡西尔达（古巴）,416,CUB033,卡西尔达（古巴）,192033
CUS_MAPPING_PORT_CODE_V,CUB036,塞巴胡埃萨（古巴）,416,CUB036,塞巴胡埃萨（古巴）,192036
CUS_MAPPING_PORT_CODE_V,CUB039,西恩富戈斯（古巴）,2801,CUB039,西恩富戈斯（古巴）,192039
CUS_MAPPING_PORT_CODE_V,CUB042,费尔顿（古巴）,416,CUB042,费尔顿（古巴）,192042
CUS_MAPPING_PORT_CODE_V,CUB045,瓜亚瓦尔（古巴）,416,CUB045,瓜亚瓦尔（古巴）,192045
CUS_MAPPING_PORT_CODE_V,CUB048,哈瓦那（古巴）,2806,CUB048,哈瓦那（古巴）,192048
CUS_MAPPING_PORT_CODE_V,CUB051,伊萨贝拉（古巴）,416,CUB051,伊萨贝拉（古巴）,192051
CUS_MAPPING_PORT_CODE_V,CUB054,胡卡罗（古巴）,2807,CUB054,胡卡罗（古巴）,192054
CUS_MAPPING_PORT_CODE_V,CUB057,马纳蒂（古巴）,2810,CUB057,马纳蒂（古巴）,192057
CUS_MAPPING_PORT_CODE_V,CUB060,马诺普拉（古巴）,2811,CUB060,马诺普拉（古巴）,192060
CUS_MAPPING_PORT_CODE_V,CUB063,曼萨尼略（古巴）,2812,CUB063,曼萨尼略（古巴）,192063
CUS_MAPPING_PORT_CODE_V,CUB066,马里埃尔（古巴）,416,CUB066,马里埃尔（古巴）,192066
CUS_MAPPING_PORT_CODE_V,CUB069,马坦萨斯（古巴）,2813,CUB069,马坦萨斯（古巴）,192069
CUS_MAPPING_PORT_CODE_V,CUB072,梅迪亚卢纳（古巴）,416,CUB072,梅迪亚卢纳（古巴）,192072
CUS_MAPPING_PORT_CODE_V,CUB075,莫阿（古巴）,416,CUB075,莫阿（古巴）,192075
CUS_MAPPING_PORT_CODE_V,CUB078,尼卡罗（古巴）,416,CUB078,尼卡罗（古巴）,192078
CUS_MAPPING_PORT_CODE_V,CUB081,尼克罗（古巴）,416,CUB081,尼克罗（古巴）,192081
CUS_MAPPING_PORT_CODE_V,CUB084,新赫罗纳（古巴）,416,CUB084,新赫罗纳（古巴）,192084
CUS_MAPPING_PORT_CODE_V,CUB087,努埃维塔斯（古巴）,2815,CUB087,努埃维塔斯（古巴）,192087
CUS_MAPPING_PORT_CODE_V,CUB090,帕洛阿尔托（古巴）,416,CUB090,帕洛阿尔托（古巴）,192090
CUS_MAPPING_PORT_CODE_V,CUB093,帕斯特利洛（古巴）,416,CUB093,帕斯特利洛（古巴）,192093
CUS_MAPPING_PORT_CODE_V,CUB096,皮隆（古巴）,416,CUB096,皮隆（古巴）,192096
CUS_MAPPING_PORT_CODE_V,CUB099,普雷斯顿（古巴）,416,CUB099,普雷斯顿（古巴）,192099
CUS_MAPPING_PORT_CODE_V,CUB102,帕德雷港（古巴）,2816,CUB102,帕德雷港（古巴）,192102
CUS_MAPPING_PORT_CODE_V,CUB105,塔拉法港（古巴）,2822,CUB105,塔拉法港（古巴）,192105
CUS_MAPPING_PORT_CODE_V,CUB108,大萨瓜（古巴）,416,CUB108,大萨瓜（古巴）,192108
CUS_MAPPING_PORT_CODE_V,CUB111,南圣克鲁斯（古巴）,2819,CUB111,南圣克鲁斯（古巴）,192111
CUS_MAPPING_PORT_CODE_V,CUB114,圣卡西亚（古巴）,416,CUB114,圣卡西亚（古巴）,192114
CUS_MAPPING_PORT_CODE_V,CUB117,圣地亚哥（古巴）,2821,CUB117,圣地亚哥（古巴）,192117
CUS_MAPPING_PORT_CODE_V,CUB120,塔纳莫（古巴）,416,CUB120,塔纳莫（古巴）,192120
CUS_MAPPING_PORT_CODE_V,CUB123,图纳斯德萨萨（古巴）,2823,CUB123,图纳斯德萨萨（古巴）,192123
CUS_MAPPING_PORT_CODE_V,CUB126,维塔（古巴）,416,CUB126,维塔（古巴）,192126
CUS_MAPPING_PORT_CODE_V,CUB127,DESEO（古巴）,2805,CUB127,DESEO（古巴）,192127
CUS_MAPPING_PORT_CODE_V,CUW000,库腊索岛,417,CUW000,库腊索岛,531000
CUS_MAPPING_PORT_CODE_V,CUW003,圣米歇尔湾（库腊索岛）,2824,CUW003,圣米歇尔湾（库腊索岛）,531003
CUS_MAPPING_PORT_CODE_V,CXR000,圣诞岛,699,CXR000,圣诞岛,162000
CUS_MAPPING_PORT_CODE_V,CYM000,开曼群岛,411,CYM000,开曼群岛,136000
CUS_MAPPING_PORT_CODE_V,CYM003,乔治敦（开曼群岛）,411,CYM003,乔治敦（开曼群岛）,136003
CUS_MAPPING_PORT_CODE_V,CYP000,塞浦路斯,108,CYP000,塞浦路斯,196000
CUS_MAPPING_PORT_CODE_V,CYP003,阿克罗蒂里（塞浦路斯）,108,CYP003,阿克罗蒂里（塞浦路斯）,196003
CUS_MAPPING_PORT_CODE_V,CYP006,泽凯利亚（塞浦路斯）,108,CYP006,泽凯利亚（塞浦路斯）,196006
CUS_MAPPING_PORT_CODE_V,CYP009,法马古斯塔（塞浦路斯）,108,CYP009,法马古斯塔（塞浦路斯）,196009
CUS_MAPPING_PORT_CODE_V,CYP010,吉兰丹（塞浦路斯）,1021,CYP010,吉兰丹（塞浦路斯）,196010
CUS_MAPPING_PORT_CODE_V,CYP012,卡拉沃斯塔西（塞浦路斯）,108,CYP012,卡拉沃斯塔西（塞浦路斯）,196012
CUS_MAPPING_PORT_CODE_V,CYP015,凯里尼亚（塞浦路斯）,108,CYP015,凯里尼亚（塞浦路斯）,196015
CUS_MAPPING_PORT_CODE_V,CYP018,拉纳卡（塞浦路斯）,108,CYP018,拉纳卡（塞浦路斯）,196018
CUS_MAPPING_PORT_CODE_V,CYP021,腊基（塞浦路斯）,1023,CYP021,腊基（塞浦路斯）,196021
CUS_MAPPING_PORT_CODE_V,CYP024,利马索尔（塞浦路斯）,1024,CYP024,利马索尔（塞浦路斯）,196024
CUS_MAPPING_PORT_CODE_V,CYP027,莫尼安克雷奇（塞浦路斯）,108,CYP027,莫尼安克雷奇（塞浦路斯）,196027
CUS_MAPPING_PORT_CODE_V,CYP028,尼科西亚（塞浦路斯）,1026,CYP028,尼科西亚（塞浦路斯）,196028
CUS_MAPPING_PORT_CODE_V,CYP030,莫尔富湾（塞浦路斯）,1025,CYP030,莫尔富湾（塞浦路斯）,196030
CUS_MAPPING_PORT_CODE_V,CYP033,帕福斯（塞浦路斯）,1027,CYP033,帕福斯（塞浦路斯）,196033
CUS_MAPPING_PORT_CODE_V,CYP036,瓦西利科湾（塞浦路斯）,1029,CYP036,瓦西利科湾（塞浦路斯）,196036
CUS_MAPPING_PORT_CODE_V,CZE000,捷克,352,CZE000,捷克,203000
CUS_MAPPING_PORT_CODE_V,DEU000,德国,304,DEU000,德国,276000
CUS_MAPPING_PORT_CODE_V,DEU003,阿尔托纳（德国）,304,DEU003,阿尔托纳（德国）,276003
CUS_MAPPING_PORT_CODE_V,DEU006,布莱克森（德国）,304,DEU006,布莱克森（德国）,276006
CUS_MAPPING_PORT_CODE_V,DEU009,波恩（德国）,304,DEU009,波恩（德国）,276009
CUS_MAPPING_PORT_CODE_V,DEU012,布腊克（德国）,2100,DEU012,布腊克（德国）,276012
CUS_MAPPING_PORT_CODE_V,DEU015,不来梅（德国）,2101,DEU015,不来梅（德国）,276015
CUS_MAPPING_PORT_CODE_V,DEU018,不来梅港（德国）,2102,DEU018,不来梅港（德国）,276018
CUS_MAPPING_PORT_CODE_V,DEU021,布伦斯比特尔（德国）,2103,DEU021,布伦斯比特尔（德国）,276021
CUS_MAPPING_PORT_CODE_V,DEU024,比瑟姆（德国）,304,DEU024,比瑟姆（德国）,276024
CUS_MAPPING_PORT_CODE_V,DEU027,比茨费莱特（德国）,304,DEU027,比茨费莱特（德国）,276027
CUS_MAPPING_PORT_CODE_V,DEU030,科布伦茨（德国）,304,DEU030,科布伦茨（德国）,276030
CUS_MAPPING_PORT_CODE_V,DEU033,科隆（德国）,2104,DEU033,科隆（德国）,276033
CUS_MAPPING_PORT_CODE_V,DEU036,库克斯港（德国）,2105,DEU036,库克斯港（德国）,276036
CUS_MAPPING_PORT_CODE_V,DEU039,杜伊斯堡（德国）,2106,DEU039,杜伊斯堡（德国）,276039
CUS_MAPPING_PORT_CODE_V,DEU042,杜塞尔多夫（德国）,2107,DEU042,杜塞尔多夫（德国）,276042
CUS_MAPPING_PORT_CODE_V,DEU045,埃肯弗尔德（德国）,2108,DEU045,埃肯弗尔德（德国）,276045
CUS_MAPPING_PORT_CODE_V,DEU048,埃尔斯费莱特（德国）,304,DEU048,埃尔斯费莱特（德国）,276048
CUS_MAPPING_PORT_CODE_V,DEU051,埃姆登（德国）,2109,DEU051,埃姆登（德国）,276051
CUS_MAPPING_PORT_CODE_V,DEU054,弗伦斯堡（德国）,304,DEU054,弗伦斯堡（德国）,276054
CUS_MAPPING_PORT_CODE_V,DEU057,法兰克福（德国）,304,DEU057,法兰克福（德国）,276057
CUS_MAPPING_PORT_CODE_V,DEU060,格吕克施塔特（德国）,304,DEU060,格吕克施塔特（德国）,276060
CUS_MAPPING_PORT_CODE_V,DEU063,汉堡（德国）,2110,DEU063,汉堡（德国）,276063
CUS_MAPPING_PORT_CODE_V,DEU066,海利根港（德国）,2111,DEU066,海利根港（德国）,276066
CUS_MAPPING_PORT_CODE_V,DEU069,霍尔特瑙（德国）,2112,DEU069,霍尔特瑙（德国）,276069
CUS_MAPPING_PORT_CODE_V,DEU072,胡苏姆（德国）,2113,DEU072,胡苏姆（德国）,276072
CUS_MAPPING_PORT_CODE_V,DEU075,伊策霍（德国）,304,DEU075,伊策霍（德国）,276075
CUS_MAPPING_PORT_CODE_V,DEU078,卡珀尔恩（德国）,304,DEU078,卡珀尔恩（德国）,276078
CUS_MAPPING_PORT_CODE_V,DEU081,基尔（德国）,2114,DEU081,基尔（德国）,276081
CUS_MAPPING_PORT_CODE_V,DEU084,克雷菲尔德（德国）,2117,DEU084,克雷菲尔德（德国）,276084
CUS_MAPPING_PORT_CODE_V,DEU087,拉伯（德国）,2118,DEU087,拉伯（德国）,276087
CUS_MAPPING_PORT_CODE_V,DEU090,累尔（德国）,2119,DEU090,累尔（德国）,276090
CUS_MAPPING_PORT_CODE_V,DEU093,吕贝克（德国）,2120,DEU093,吕贝克（德国）,276093
CUS_MAPPING_PORT_CODE_V,DEU096,路德维希港（德国）,304,DEU096,路德维希港（德国）,276096
CUS_MAPPING_PORT_CODE_V,DEU099,美因茨（德国）,304,DEU099,美因茨（德国）,276099
CUS_MAPPING_PORT_CODE_V,DEU102,曼海姆（德国）,304,DEU102,曼海姆（德国）,276102
CUS_MAPPING_PORT_CODE_V,DEU105,诺伊豪斯（德国）,304,DEU105,诺伊豪斯（德国）,276105
CUS_MAPPING_PORT_CODE_V,DEU108,诺伊斯（德国）,2122,DEU108,诺伊斯（德国）,276108
CUS_MAPPING_PORT_CODE_V,DEU111,诺伊施塔特（德国）,304,DEU111,诺伊施塔特（德国）,276111
CUS_MAPPING_PORT_CODE_V,DEU114,诺登哈姆（德国）,2123,DEU114,诺登哈姆（德国）,276114
CUS_MAPPING_PORT_CODE_V,DEU116,奥尔登堡（德国）,2124,DEU116,奥尔登堡（德国）,276116
CUS_MAPPING_PORT_CODE_V,DEU117,奥尔特（德国）,304,DEU117,奥尔特（德国）,276117
CUS_MAPPING_PORT_CODE_V,DEU120,帕彭堡（德国）,2125,DEU120,帕彭堡（德国）,276120
CUS_MAPPING_PORT_CODE_V,DEU123,伦茨堡（德国）,304,DEU123,伦茨堡（德国）,276123
CUS_MAPPING_PORT_CODE_V,DEU126,罗斯托克（德国）,2458,DEU126,罗斯托克（德国）,276126
CUS_MAPPING_PORT_CODE_V,DEU129,许劳（德国）,2126,DEU129,许劳（德国）,276129
CUS_MAPPING_PORT_CODE_V,DEU132,施瓦苓郝廷（德国）,304,DEU132,施瓦苓郝廷（德国）,276132
CUS_MAPPING_PORT_CODE_V,DEU135,施塔德（德国）,304,DEU135,施塔德（德国）,276135
CUS_MAPPING_PORT_CODE_V,DEU138,施塔德桑德（德国）,304,DEU138,施塔德桑德（德国）,276138
CUS_MAPPING_PORT_CODE_V,DEU141,斯特拉尔松（德国）,2459,DEU141,斯特拉尔松（德国）,276141
CUS_MAPPING_PORT_CODE_V,DEU144,滕宁（德国）,2127,DEU144,滕宁（德国）,276144
CUS_MAPPING_PORT_CODE_V,DEU147,特罗弗明德（德国）,304,DEU147,特罗弗明德（德国）,276147
CUS_MAPPING_PORT_CODE_V,DEU150,弗格萨克（德国）,2128,DEU150,弗格萨克（德国）,276150
CUS_MAPPING_PORT_CODE_V,DEU153,瓦尔内明德（德国）,304,DEU153,瓦尔内明德（德国）,276153
CUS_MAPPING_PORT_CODE_V,DEU156,威廉斯堡（德国）,304,DEU156,威廉斯堡（德国）,276156
CUS_MAPPING_PORT_CODE_V,DEU159,威廉港（德国）,2129,DEU159,威廉港（德国）,276159
CUS_MAPPING_PORT_CODE_V,DEU162,维斯马（德国）,2461,DEU162,维斯马（德国）,276162
CUS_MAPPING_PORT_CODE_V,DEU901,柏林（德国）,304,DEU901,柏林（德国）,276901
CUS_MAPPING_PORT_CODE_V,DEU904,慕尼黑（德国）,304,DEU904,慕尼黑（德国）,276904
CUS_MAPPING_PORT_CODE_V,DJI000,吉布提,214,DJI000,吉布提,262000
CUS_MAPPING_PORT_CODE_V,DJI003,吉布提（吉布提）,214,DJI003,吉布提（吉布提）,262003
CUS_MAPPING_PORT_CODE_V,DJI004,奥博克（吉布提）,1611,DJI004,奥博克（吉布提）,262004
CUS_MAPPING_PORT_CODE_V,DJI005,塔朱拉（吉布提）,1612,DJI005,塔朱拉（吉布提）,262005
CUS_MAPPING_PORT_CODE_V,DMA000,多米尼克,414,DMA000,多米尼克,212000
CUS_MAPPING_PORT_CODE_V,DMA003,朴次茅斯（多米尼克）,414,DMA003,朴次茅斯（多米尼克）,212003
CUS_MAPPING_PORT_CODE_V,DMA006,罗索（多米尼克）,2794,DMA006,罗索（多米尼克）,212006
CUS_MAPPING_PORT_CODE_V,DMA009,DOMINICA（多米尼克）,2793,DMA009,DOMINICA（多米尼克）,212009
CUS_MAPPING_PORT_CODE_V,DNK000,丹麦,302,DNK000,丹麦,208000
CUS_MAPPING_PORT_CODE_V,DNK003,奥本罗（丹麦）,1795,DNK003,奥本罗（丹麦）,208003
CUS_MAPPING_PORT_CODE_V,DNK006,奥尔堡（丹麦）,1796,DNK006,奥尔堡（丹麦）,208006
CUS_MAPPING_PORT_CODE_V,DNK009,奥胡斯（丹麦）,1797,DNK009,奥胡斯（丹麦）,208009
CUS_MAPPING_PORT_CODE_V,DNK012,埃勒斯克平（丹麦）,1798,DNK012,埃勒斯克平（丹麦）,208012
CUS_MAPPING_PORT_CODE_V,DNK015,阿灵厄（丹麦）,1799,DNK015,阿灵厄（丹麦）,208015
CUS_MAPPING_PORT_CODE_V,DNK018,阿森斯（丹麦）,1801,DNK018,阿森斯（丹麦）,208018
CUS_MAPPING_PORT_CODE_V,DNK019,阿斯尼斯（丹麦）,1800,DNK019,阿斯尼斯（丹麦）,208019
CUS_MAPPING_PORT_CODE_V,DNK021,班霍尔姆（丹麦）,1802,DNK021,班霍尔姆（丹麦）,208021
CUS_MAPPING_PORT_CODE_V,DNK024,博恩瑟（丹麦）,1803,DNK024,博恩瑟（丹麦）,208024
CUS_MAPPING_PORT_CODE_V,DNK027,哥本哈根（丹麦）,1804,DNK027,哥本哈根（丹麦）,208027
CUS_MAPPING_PORT_CODE_V,DNK030,埃伯尔措夫特（丹麦）,302,DNK030,埃伯尔措夫特（丹麦）,208030
CUS_MAPPING_PORT_CODE_V,DNK033,埃尔西诺（丹麦）,302,DNK033,埃尔西诺（丹麦）,208033
CUS_MAPPING_PORT_CODE_V,DNK036,埃斯比约（丹麦）,3414,DNK036,埃斯比约（丹麦）,208036
CUS_MAPPING_PORT_CODE_V,DNK039,福堡（丹麦）,302,DNK039,福堡（丹麦）,208039
CUS_MAPPING_PORT_CODE_V,DNK041,恩舍尔兹维克（丹麦）,1833,DNK041,恩舍尔兹维克（丹麦）,208041
