hscode,statcode,classifyCnnm,hsname,ciqname
8544492100,8544492100102,其它电线电缆,1000伏≥额定电压＞80伏其他电缆,1000伏≥额定电压＞80伏其他电缆(其它电线电缆)
8544492900,8544492900101,绞股线,1000伏≥额定电压＞80伏其他电导体,1000伏≥额定电压＞80伏其他电导体(绞股线)
8544492900,8544492900102,电线,1000伏≥额定电压＞80伏其他电导体,1000伏≥额定电压＞80伏其他电导体(电线)
8544492900,8544492900103,其它电线电缆,1000伏≥额定电压＞80伏其他电导体,1000伏≥额定电压＞80伏其他电导体(其它电线电缆)
8544601200,8544601200999,电缆,1千伏＜额定电压≤35千伏的电缆,1千伏＜额定电压≤35千伏的电缆
8544601300,8544601300999,电缆,35千伏＜额定电压≤110千伏的电缆,35千伏＜额定电压≤110千伏的电缆
8544601400,8544601400999,电缆,110千伏＜额定电压≤220千伏的电缆,110千伏＜额定电压≤220千伏的电缆
8544601900,8544601900101,电缆,额定电压＞220千伏的电缆,额定电压＞220千伏的电缆(电缆)
8544601900,8544601900102,其它电线电缆,额定电压＞220千伏的电缆,额定电压＞220千伏的电缆(其它电线电缆)
8544609001,8544609001101,绞股线,额定电压≥500千伏的气体绝缘金属封闭输电线,额定电压≥500千伏的气体绝缘金属封闭输电线(绞股线)
8544609001,8544609001102,电线,额定电压≥500千伏的气体绝缘金属封闭输电线,额定电压≥500千伏的气体绝缘金属封闭输电线(电线)
8544609001,8544609001103,其它电线电缆,额定电压≥500千伏的气体绝缘金属封闭输电线,额定电压≥500千伏的气体绝缘金属封闭输电线(其它电线电缆)
8544609090,8544609090101,绞股线,额定电压＞1千伏的其他电导体,额定电压＞1千伏的其他电导体(绞股线)
8544609090,8544609090102,电线,额定电压＞1千伏的其他电导体,额定电压＞1千伏的其他电导体(电线)
8544609090,8544609090103,其它电线电缆,额定电压＞1千伏的其他电导体,额定电压＞1千伏的其他电导体(其它电线电缆)
8544700000,8544700000999,光缆,光缆,光缆
8545110000,8545110000999,其它机电产品及其零件,炉用碳电极(不论是否带金属),炉用碳电极(不论是否带金属)
8545190000,8545190000999,其它机电产品及其零件,其他碳电极(不论是否带金属),其他碳电极(不论是否带金属)
8545200000,8545200000999,其它机电产品及其零件,碳刷(不论是否带金属),碳刷(不论是否带金属)
8545900000,8545900000999,其它机电产品及其零件,"灯碳棒,电池碳棒及其他石墨制品(不论是否带金属)",灯碳棒，电池碳棒及其他石墨制品(不论是否带金属)
8546100000,8546100000999,玻璃制的绝缘子,玻璃制绝缘子,玻璃制绝缘子
8546201000,8546201000999,绝缘瓷套管,输变电线路绝缘瓷套管,输变电线路绝缘瓷套管
8546209001,8546209001999,陶瓷制绝缘子,"输变电架空线路用长棒形瓷绝缘子瓷件(单支长度为1-2米,实芯)",输变电架空线路用长棒形瓷绝缘子瓷件(单支长度为1-2米，实芯)
8546209090,8546209090999,陶瓷制绝缘子,其他陶瓷制绝缘子(包括非输变电线路绝缘瓷套管),其他陶瓷制绝缘子(包括非输变电线路绝缘瓷套管)
8546900000,8546900000999,其它绝缘子,其他材料制绝缘子,其他材料制绝缘子
8547100000,8547100000999,其它绝缘子,陶瓷制绝缘零件,陶瓷制绝缘零件
8547200000,8547200000999,其它绝缘子,塑料制绝缘零件,塑料制绝缘零件
8547901000,8547901000999,其它绝缘子,"内衬绝缘材料的贱金属导管,接头",内衬绝缘材料的贱金属导管，接头
8547909000,8547909000999,其它绝缘子,其他材料制绝缘配件,其他材料制绝缘配件
8548100000,8548100000999,其他可做原料用废物,"电池废碎料及废电池(指原电池(组)和蓄电池的废碎料,废原电池(组)及废蓄电)",电池废碎料及废电池(指原电池(组)和蓄电池的废碎料，废原电池(组)及废蓄电)
8548900001,8548900001101,其它机电产品及其零件,电磁干扰滤波器,电磁干扰滤波器(其它机电产品及其零件)
8548900001,8548900001102,集成电路,电磁干扰滤波器,电磁干扰滤波器(集成电路)
8548900001,8548900001103,其它电子元器件,电磁干扰滤波器,电磁干扰滤波器(其它电子元器件)
8548900002,8548900002999,其它机电产品及其零件,非电磁干扰滤波器,非电磁干扰滤波器
8548900010,8548900010999,其它机电产品及其零件,可调脉冲单模染料振荡器(平均输出功率>lw重复率>1khz脉宽<100ns可见光范围),可调脉冲单模染料振荡器(平均输出功率>lw重复率>1khz脉宽<100ns可见光范围)
8548900020,8548900020999,其它机电产品及其零件,可调脉冲染料激光放大器和振荡器（不包括单模震荡器）(平均输出功率>30w重复率>1khz脉宽<100ns可见光范围),可调脉冲染料激光放大器和振荡器(不包括单模震荡器)(平均输出功率>30w重复率>1khz脉宽<100ns可见光范围)
8548900030,8548900030999,null,触摸感应数据输入装置（即触摸屏）无显示的性能，安装于有显示屏的设备中，通过检测显示区域内触摸动作的发生及位置进行工作。触摸感应可通过电阻、静电电容、声学脉冲识别、红外光或其他触摸感应技术来获得,触摸感应数据输入装置(即触摸屏)无显示的性能，安装于有显示屏的设备中，通过检测显示区域内触摸动作的发生及位置进行工作。触摸感应可通过电阻、静电电容、声学脉冲识别、红外光或其他触摸感应技术来获得
8548900090,8548900090999,其它机电产品及其零件,85章其他编号未列名的电气零件,85章其他编号未列名的电气零件
8601101100,8601101100999,铁道机车,微机控制的外部直流电动铁道机车,微机控制的外部直流电动铁道机车
8601101900,8601101900999,铁道机车,由外部直流电驱动的其他铁道机车,由外部直流电驱动的其他铁道机车
8601102000,8601102000999,铁道机车,由外部交流电驱动的铁道机车,由外部交流电驱动的铁道机车
8601109000,8601109000999,铁道机车,由其他外部电力驱动的铁道机车,由其他外部电力驱动的铁道机车
8601200000,8601200000999,铁道机车,由蓄电池驱动的铁道电力机车,由蓄电池驱动的铁道电力机车
8602101000,8602101000999,铁道机车,微机控制的柴油电力铁道机车,微机控制的柴油电力铁道机车
8602109000,8602109000999,铁道机车,其他柴油电力铁道机车,其他柴油电力铁道机车
8602900000,8602900000999,铁道机车,其他铁道机车及机车煤水车,其他铁道机车及机车煤水车
8603100000,8603100000999,铁道机车,"由外电力驱动铁道用机动客,货车(包括电车道用的,但品目8604的货品除外)",由外电力驱动铁道用机动客，货车(包括电车道用的，但品目8604的货品除外)
8603900000,8603900000999,铁道机车,"其他铁道用机动客车,货车,敞车(包括电车道用的,但品目8604的货品除外)",其他铁道用机动客车，货车，敞车(包括电车道用的，但品目8604的货品除外)
8604001100,8604001100999,铁道机车,隧道限界检查车(不论是否机动),隧道限界检查车(不论是否机动)
8604001200,8604001200999,铁道机车,钢轨在线打磨列车(不论是否机动),钢轨在线打磨列车(不论是否机动)
8604001900,8604001900999,铁道机车,铁道及电车道用其他检验、查道车(不论是否机动),铁道及电车道用其他检验、查道车(不论是否机动)
8604009100,8604009100999,铁道机车,电气化接触网架线机(轨行式)(不论是否机动),电气化接触网架线机(轨行式)(不论是否机动)
8604009900,8604009900999,铁道机车,"铁道及电车道用其他维修车辆(包括服务车,不论是否机动)",铁道及电车道用其他维修车辆(包括服务车，不论是否机动)
8605001000,8605001000999,铁道机车,铁道用非机动客车,铁道用非机动客车
8605009000,8605009000999,铁道机车,"电车道用的非机动客车,行李车等(还包括邮政车和其他铁道用的非机动特殊车辆)",电车道用的非机动客车，行李车等(还包括邮政车和其他铁道用的非机动特殊车辆)
8606100000,8606100000999,铁道机车,"铁道用非机动油罐货车及类似车(包括电车道用,但不包括容积50立方米液化气铁路槽车)",铁道用非机动油罐货车及类似车(包括电车道用，但不包括容积50立方米液化气铁路槽车)
8606300000,8606300000999,铁道机车,"铁道用非机动自卸货车(包括电车道用,但子目860610的货品除外)",铁道用非机动自卸货车(包括电车道用，但子目860610的货品除外)
8606910000,8606910000999,铁道机车,铁道用非机动带篷及封闭货车(包括电车道用),铁道用非机动带篷及封闭货车(包括电车道用)
8606920000,8606920000999,铁道机车,铁道用非机动厢高＞60cm敞篷货车(包括电车道用),铁道用非机动厢高＞60cm敞篷货车(包括电车道用)
8606990000,8606990000999,铁道机车,品目8606所列其他未列名非机动车,品目8606所列其他未列名非机动车
8607110000,8607110000999,铁道机车用零部件,铁道及电车道机车的驾驶转向架(包括铁道及电车道其他车辆用的),铁道及电车道机车的驾驶转向架(包括铁道及电车道其他车辆用的)
8607120000,8607120000999,铁道机车用零部件,铁道及电车道机车非驾驶转向架(包括铁道及电车道其他车辆用的),铁道及电车道机车非驾驶转向架(包括铁道及电车道其他车辆用的)
8607191000,8607191000999,铁道机车用零部件,铁道及电车道机车用车轴(包括铁道及电车道其他车辆用的),铁道及电车道机车用车轴(包括铁道及电车道其他车辆用的)
8607199000,8607199000999,铁道机车用零部件,"铁道及电车道机车用其他轴、轮(包括其他零件,含铁道及电车道其他车辆用的)",铁道及电车道机车用其他轴、轮(包括其他零件，含铁道及电车道其他车辆用的)
8607210000,8607210000999,铁道机车用零部件,"铁道及电车道机车用空气制动器(包括零件,含铁道及电车道其他车辆用的)",铁道及电车道机车用空气制动器(包括零件，含铁道及电车道其他车辆用的)
8607290000,8607290000999,铁道机车用零部件,"铁道及电车道机车用非空气制动器(包括零件,含铁道及电车道其他车辆用的)",铁道及电车道机车用非空气制动器(包括零件，含铁道及电车道其他车辆用的)
8607300000,8607300000999,铁道机车用零部件,"铁道及电车道机车用钩、联结器(包括缓冲器及其零件,含铁道及电车道其他车辆用的)",铁道及电车道机车用钩、联结器(包括缓冲器及其零件，含铁道及电车道其他车辆用的)
8607910000,8607910000999,铁道机车用零部件,铁道及电车道机车用其他零件,铁道及电车道机车用其他零件
8607990000,8607990000999,铁道机车用零部件,铁道及电车道非机车用其他零件,铁道及电车道非机车用其他零件
8608001000,8608001000999,铁道机车用零部件,轨道自动计轴设备,轨道自动计轴设备
8608009000,8608009000999,铁道机车用零部件,"铁道及电车道轨道固定装置及配件(包括交通机械信号,安全或交通管理设备及其零件)",铁道及电车道轨道固定装置及配件(包括交通机械信号，安全或交通管理设备及其零件)
8609001100,8609001100999,集装箱,20英尺的保温式集装箱,20英尺的保温式集装箱
8609001200,8609001200999,集装箱,20英尺的罐式集装箱,20英尺的罐式集装箱
8609001900,8609001900999,集装箱,其他20英尺集装箱,其他20英尺集装箱
8609002100,8609002100999,集装箱,40英尺的保温式集装箱,40英尺的保温式集装箱
8609002200,8609002200999,集装箱,40英尺的罐式集装箱,40英尺的罐式集装箱
8609002900,8609002900999,集装箱,其他40英尺的集装箱,其他40英尺的集装箱
8609003000,8609003000999,集装箱,45、48、53英尺的集装箱,45、48、53英尺的集装箱
8609009000,8609009000999,集装箱,其他集装箱(包括运输液体的集装箱),其他集装箱(包括运输液体的集装箱)
8701100000,8701100000999,手扶拖拉机,手扶拖拉机,单轴拖拉机
8701200000,8701200000999,牵引车,半挂车用的公路牵引车,半挂车用的公路牵引车
8701300010,8701300010999,履带式拖拉机,履带式拖拉机,履带式拖拉机
8701300090,8701300090999,牵引车,履带式牵引车,履带式牵引车
